,h1,art,price,price2,gold,gold2,weight,gems,gems2,url,d1,d0
1060,Серебряная цепь,Артикул: 330913,17990₽,35980₽,"Артикул: 330913;Цепь ручной работы.    
Серебро 925 пробы.;Вес изделия: 41.31г;Цепь ручной работы.    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/chains_330913.html,Рам-080 оS&Серебро&Полновес&41.31 г,LINEA
1061,Золотой пирсинг с лунным камнем,Артикул: 273989,9990₽,19980₽,"Артикул: 273989;Пирсинг с 6 лунными камнями, 0.07 карат;    
Розовое золото 585 пробы.;Вес изделия: 0.35г;Пирсинг с 6 лунными камнями, 0.07 карат;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/piercing_273989.html,12577-T5R-01&Розовое золото&Лунный камень&0.35 г,SERGEY GRIBNYAKOV&Пирсинг Золото
1062,Серебряный браслет,Артикул: 259935,2190₽,4380₽,"Артикул: 259935;Браслет, вставка:  элементы из серебра;    


Бренд LINEA является торговой маркой российских золотых и серебряных цепей и цепных браслетов высшего качества.
Украшения под этой торговой маркой производятся на лучших цепевязальных ювелирных заводах России.
Специалисты бренда уделяют приоритетное значение качеству. Каждое изделие проходит тройной контроль ОТК.
Фактический завод производитель указан на бирке каждого изделия.;Вес изделия: 5.95г;Браслет, вставка:  элементы из серебра;;Бренд LINEA является торговой маркой российских золотых и серебряных цепей и цепных браслетов высшего качества.
Украшения под этой торговой маркой производятся на лучших цепевязальных ювелирных заводах России.
Специалисты бренда уделяют приоритетное значение качеству. Каждое изделие проходит тройной контроль ОТК.
Фактический завод производитель указан на бирке каждого изделия.",,,,,https://sunlight.net/catalog/bracelets_259935.html,S15074-B0W-01&ИТАЛИЯ&Серебро&5.95 г,LINEA&Серебро Италии
1063,Серебряные серьги,Артикул: 256929,990₽,1980₽,"Артикул: 256929;Серьги    
Серебро 925 пробы.;Вес изделия: 4.84г;Серьги    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_256929.html,S14860-C9W-01&Серебро&4.84 г,SERGEY GRIBNYAKOV&Гладкие серебряные украшения
1064,Серебряные серьги с малахитом и ониксом,Артикул: 254998,8490₽,16980₽,"Артикул: 254998;Серьги, вставка:  оникс; малахит;    
Серебро 925 пробы.;Вес изделия: 7.59г;Серьги, вставка:  оникс; малахит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_254998.html,СЛ-1784П&РОССИЯ&Серебро&Малахит; Оникс&7.59 г,SERGEY GRIBNYAKOV&Самоцветы
1065,Серебряный браслет с фианитами,Артикул: 47556,3190₽,6380₽,"Артикул: 47556;Браслет, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 4.26г;Браслет, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/bracelets_47556.html,S3116-B9W-01&Серебро&Фианит&4.26 г,SERGEY GRIBNYAKOV&СЕРЕБРО. Классика
1066,Серебряное кольцо с кораллом и марказитами swarovski,Артикул: 299623,3490₽,6980₽,"Артикул: 299623;Кольцо, вставка:  марказит Swarovski ; коралл синтетический;    
Серебро 925 пробы.;Вес изделия: 3.14г;Кольцо, вставка:  марказит Swarovski ; коралл синтетический;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_299623.html,HR929-037&РОССИЯ&Серебро&Коралл; Марказит Swarovski&3.14 г,Марказит
1067,Золотые серьги с сапфирами и бриллиантами,Артикул: 277152,38990₽,77980₽,"Артикул: 277152;Серьги с 24 бриллиантами, огранка круг 17 граней, 0.10 карат, цвет 2, чистота 2, тип огранки Б;
22 сапфирами, 0.44 карат, цвет 2, чистота 2, тип огранки В;    
Розовое золото 585 пробы.;Вес изделия: 2.95г;Серьги с 24 бриллиантами, огранка круг 17 граней, 0.10 карат, цвет 2, чистота 2, тип огранки Б;
22 сапфирами, 0.44 карат, цвет 2, чистота 2, тип огранки В;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_277152.html,71328-C5R-01&РОССИЯ&Розовое золото&Бриллиант; Сапфир&2.95 г,SERGEY GRIBNYAKOV&Золото. Сапфиры
1068,Серебряная подвеска - шарм с эмалью и фианитами,Артикул: 272790,590₽,1967₽,"Артикул: 272790;Подвеска, вставка:  фианит; эмаль; элементы из серебра;    
;Вес изделия: 1.0г;Подвеска, вставка:  фианит; эмаль; элементы из серебра;",,,,,https://sunlight.net/catalog/pendants_272790.html,S71246-P0W-01&Серебро&Фианит; Эмаль&1.0 г,SERGEY GRIBNYAKOV
1069,Серебряная брошь с фианитами,Артикул: 75542,7590₽,15180₽,"Артикул: 75542;Брошь-Подвеска, вставка:  фианит; фианит цветной;    
Серебро 925 пробы.;Вес изделия: 8.45г;Брошь-Подвеска, вставка:  фианит; фианит цветной;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/brooch_75542.html,S60438-O9W-01&Серебро&Фианит&8.45 г,SERGEY GRIBNYAKOV&Multicolor
1070,Серебряное кольцо с алпанитом,Артикул: 242544,1990₽,3980₽,"Артикул: 242544;Кольцо, вставка:  алпанит;    
Серебро 925 пробы.;Вес изделия: 2.62г;Кольцо, вставка:  алпанит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_242544.html,S55027-K9W-01&Серебро&Алпанит&2.62 г,SERGEY GRIBNYAKOV
1071,Золотое кольцо с жёлтыми бриллиантами и бриллиантами,Артикул: 328261,875990₽,1751980₽,"Артикул: 328261;Кольцо с 4 бриллиантами, огранка круг 57 граней, 0.03 карат, цвет 3, чистота 6, тип огранки А, 3 бриллиантами, огранка круг 57 граней, 0.02 карат, цвет 3, чистота 6, тип огранки А, 9 бриллиантами, огранка круг 57 граней, 0.07 карат, цвет 3, чистота 6, тип огранки А;
1 бриллиантом желтым, 1.02 карат, цвет 8-5, чистота 3;    
Желтое золото 585 пробы.;Вес изделия: 1.74г;Кольцо с 4 бриллиантами, огранка круг 57 граней, 0.03 карат, цвет 3, чистота 6, тип огранки А, 3 бриллиантами, огранка круг 57 граней, 0.02 карат, цвет 3, чистота 6, тип огранки А, 9 бриллиантами, огранка круг 57 граней, 0.07 карат, цвет 3, чистота 6, тип огранки А;
1 бриллиантом желтым, 1.02 карат, цвет 8-5, чистота 3;    
Желтое золото 585 пробы.",,,,,https://sunlight.net/catalog/ring_328261.html,72301-K5Y-01&РОССИЯ&Желтое золото&Бриллиант; Желтый бриллиант&1.74 г,Бриллианты Якутии&Бриллианты Якутии
1072,Серебряные серьги с эмалью,Артикул: 88409,1790₽,5967₽,"Артикул: 88409;Серьги, вставка:  эмаль;    
Серебро 925 пробы.

Вместе с SUNLIGHT побалуйте свою маленькую модницу!
В этот Вам поможет наша эксклюзивная коллекция с Hello Kitty, чей образ невероятно популярен во всем мире. Такая забавная и красочная кошечка с розовым бантиком никого не оставит равнодушным. Она станет не только модным аксессуаром, но и верным другом для Вашего ребенка.
Стоит отметить, что каждое изделие отмечено копирайтом правообладателя и является лицензионной продукцией.
Выбирайте наши изделия, и пусть Ваш ребенок придет в восторг!;Вес изделия: 2.64г;Серьги, вставка:  эмаль;    
Серебро 925 пробы.;Вместе с SUNLIGHT побалуйте свою маленькую модницу!
В этот Вам поможет наша эксклюзивная коллекция с Hello Kitty, чей образ невероятно популярен во всем мире. Такая забавная и красочная кошечка с розовым бантиком никого не оставит равнодушным. Она станет не только модным аксессуаром, но и верным другом для Вашего ребенка.
Стоит отметить, что каждое изделие отмечено копирайтом правообладателя и является лицензионной продукцией.
Выбирайте наши изделия, и пусть Ваш ребенок придет в восторг!",,,,,https://sunlight.net/catalog/earring_88409.html,33475.6&РОССИЯ&Серебро&Эмаль&2.64 г,SERGEY GRIBNYAKOV&HELLO KITTY
1073,Серебряные серьги с фианитами и рубеллитами,Артикул: 172235,7990₽,15980₽,"Артикул: 172235;Серьги, вставка:  рубеллит имитация; фианит;    
Серебро 925 пробы.;Вес изделия: 13.11г;Серьги, вставка:  рубеллит имитация; фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_172235.html,23134ч-434-9&РОССИЯ&Серебро&Рубеллит; Фианит&13.11 г,ИНТАЛИЯ&NATURIKA
1074,Серебряное кольцо с бриллиантами,Артикул: 155228,1490₽,,"Артикул: 155228;Кольцо с 1 бриллиантом, огранка круг 17 граней,  карат, цвет 2, чистота 2, тип огранки Б;    
Серебро 925 пробы.;Вес изделия: 1.41г;Кольцо с 1 бриллиантом, огранка круг 17 граней,  карат, цвет 2, чистота 2, тип огранки Б;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_155228.html,01-1903/000Б-00&РОССИЯ&Серебро&Бриллиант&1.41 г,SERGEY GRIBNYAKOV&Драгоценные камни. Серебро
1075,Серебряные серьги с эмалью и жемчугом,Артикул: 16091,2490₽,4980₽,"Артикул: 16091;Серьги, вставка:  жемчуг культивированный; эмаль;    
Серебро 925 пробы.;Вес изделия: 3.26г;Серьги, вставка:  жемчуг культивированный; эмаль;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/silver/earring117026.html,S9364-C9W-01&Серебро&Жемчуг; Эмаль&3.26 г,SERGEY GRIBNYAKOV&Жемчуг серебро
1076,Золотые серьги,Артикул: 273369,14990₽,29980₽,"Артикул: 273369;Серьги    
Белое золото 585 пробы.

Белое золото. Изысканное сияние белого золота придает украшениям  вневременную элегантность. Если обычное ювелирное золото содержит чистое золото и сплав из серебра и меди, то в сплав белого золота вместо меди добавляется никель или палладий, которые и окрашивают металл в белый цвет.  После полировки на ювелирное изделие наносится родиевое покрытие. В компании Sunlight слой родия составляет не менее 3-х микрон в украшениях белого золота. Это необходимо для износостойкости, родий - медицинский гипоаллергенный металл, а так же для эстетически выразительного цвета украшения. Его блеск подчеркивает красоту прозрачных фианитов их яркость блеска и разнообразие огранок. Отличительная черта украшений  в белом золоте - это классические и европейские дизайны модельного ряда, представленные в коллекции. Быть совершенной легко!;Вес изделия: 2.26г;Серьги    
Белое золото 585 пробы.;Белое золото. Изысканное сияние белого золота придает украшениям  вневременную элегантность. Если обычное ювелирное золото содержит чистое золото и сплав из серебра и меди, то в сплав белого золота вместо меди добавляется никель или палладий, которые и окрашивают металл в белый цвет.  После полировки на ювелирное изделие наносится родиевое покрытие. В компании Sunlight слой родия составляет не менее 3-х микрон в украшениях белого золота. Это необходимо для износостойкости, родий - медицинский гипоаллергенный металл, а так же для эстетически выразительного цвета украшения. Его блеск подчеркивает красоту прозрачных фианитов их яркость блеска и разнообразие огранок. Отличительная черта украшений  в белом золоте - это классические и европейские дизайны модельного ряда, представленные в коллекции. Быть совершенной легко!",,,,,https://sunlight.net/catalog/earring_273369.html,Т300621264*&РОССИЯ&Белое золото&30 мм&2.26 г,SERGEY GRIBNYAKOV&Белое и желтое золото
1077,Золотое шейное украшение с фианитами,Артикул: 274625,16880₽,33760₽,"Артикул: 274625;Шейное укр., вставка:  фианит;    
Розовое золото 585 пробы.

Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.;Вес изделия: 2.11г;Шейное укр., вставка:  фианит;    
Розовое золото 585 пробы.;Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.",,,,,https://sunlight.net/catalog/neck_decoration_274625.html,6025-151-52-01*&РОССИЯ&Розовое золото&Фианит&2.11 г,SERGEY GRIBNYAKOV
1078,Серебряное кольцо с ларимаром,Артикул: 147755,7990₽,15980₽,"Артикул: 147755;Кольцо, вставка:  ларимар;    
Серебро 925 пробы.;Вес изделия: 6.62г;Кольцо, вставка:  ларимар;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_147755.html,RK-1242_LM_KO_LR_WG&РОССИЯ&Серебро&Ларимар&6.62 г,ELEMENT 47&CANDY
1079,Золотое кольцо с изумрудами и бриллиантами,Артикул: 17030,33990₽,67980₽,"Артикул: 17030;Кольцо с 15 бриллиантами, огранка круг 17 граней, 0.03 карат, цвет 2, чистота 3, тип огранки Б;
5 изумрудами, 0.46 карат, цвет 4, чистота 3, тип огранки Б;5 изумрудами, 0.23 карат, цвет 4, чистота 3, тип огранки В;    
Розовое золото 585 пробы.;Вес изделия: 2.02г;Кольцо с 15 бриллиантами, огранка круг 17 граней, 0.03 карат, цвет 2, чистота 3, тип огранки Б;
5 изумрудами, 0.46 карат, цвет 4, чистота 3, тип огранки Б;5 изумрудами, 0.23 карат, цвет 4, чистота 3, тип огранки В;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/ring113420.html,0323-K5R-02&Розовое золото&Бриллиант; Изумруд&2.02 г,SERGEY GRIBNYAKOV&Золото. Изумруды
1080,Золотой браслет с фианитами,Артикул: 90746,19740₽,39480₽,"Артикул: 90746;Браслет, вставка:  фианит;    
Розовое золото 585 пробы.

Пчела - многие народы почитают пчел, как символ мудрости. Равно как пчела всю жизнь трудится, делая мед, человек познает опыт каждого дня, извлекая из него мудрость и просветление. Пчелы на украшениях помогут тем, кто не чувствует себя достаточно уверенно. Насекомое оказывает успокаивающее воздействие, позволяя справляться с сильным волнением и переживаниями.
Трендовые золотые украшения. Стильные украшения – обязательный элемент модного образа. Кольца и браслеты, колье и серьги – они всегда вызывают повышенный интерес.;Вес изделия: 3.06г;Браслет, вставка:  фианит;    
Розовое золото 585 пробы.;Пчела - многие народы почитают пчел, как символ мудрости. Равно как пчела всю жизнь трудится, делая мед, человек познает опыт каждого дня, извлекая из него мудрость и просветление. Пчелы на украшениях помогут тем, кто не чувствует себя достаточно уверенно. Насекомое оказывает успокаивающее воздействие, позволяя справляться с сильным волнением и переживаниями.
Трендовые золотые украшения. Стильные украшения – обязательный элемент модного образа. Кольца и браслеты, колье и серьги – они всегда вызывают повышенный интерес.",,,,,https://sunlight.net/catalog/bracelets_90746.html,10224800*&РОССИЯ&Розовое золото&Фианит&3.06 г,SERGEY GRIBNYAKOV&Трендовые золотые украшения
1081,Серебряное шейное украшение с жемчугом,Артикул: 52578,6990₽,13980₽,"Артикул: 52578;Шейное укр., вставка:  жемчуг культивированный; элементы из серебра;    ;Шейное укр., вставка:  жемчуг культивированный; элементы из серебра;",,,,,https://sunlight.net/catalog/neck_decoration_52578.html,S9920-H0W-01&Серебро&Жемчуг,SERGEY GRIBNYAKOV&Жемчуг серебро
1082,Серебряная брошь с эмалью,Артикул: 282114,690₽,3450₽,"Артикул: 282114;Брошь, вставка:  эмаль;    
Серебро 925 пробы.

Ювелирные украшения с эмалью завораживают своей изысканностью и красотой. Создание украшений с эмалью - один из самых сложных и трудоемких процессов в ювелирном производстве. Все рисунки и роспись выполняются мастерами вручную. Поэтому изделия с эмалью очень высоко ценятся. Разнообразие цветов и оттенков, которыми могут быть расписаны такие украшения, позволяет создавать неповторимые сочетания, подчеркивающие вашу индивидуальность.;Вес изделия: 3.16г;Брошь, вставка:  эмаль;    
Серебро 925 пробы.;Ювелирные украшения с эмалью завораживают своей изысканностью и красотой. Создание украшений с эмалью - один из самых сложных и трудоемких процессов в ювелирном производстве. Все рисунки и роспись выполняются мастерами вручную. Поэтому изделия с эмалью очень высоко ценятся. Разнообразие цветов и оттенков, которыми могут быть расписаны такие украшения, позволяет создавать неповторимые сочетания, подчеркивающие вашу индивидуальность.",,,,,https://sunlight.net/catalog/brooch_282114.html,S30565-O9W-01&Серебро&Эмаль&3.16 г,SERGEY GRIBNYAKOV&Эмаль Серебро
1083,Золотое кольцо с фианитами,Артикул: 238919,9330₽,18660₽,"Артикул: 238919;Кольцо, вставка:  фианит;    
Белое золото 585 пробы.

Классические ювелирные украшения. Ювелирные украшения в классическом стиле: вне моды и времени. Отличительные признаки классики: спокойные плавные линии; гармоничные пропорции, симметричность, стандартные геометрические формы. Вы не прогадаете ни с собственным образом, ни с подарком!;Вес изделия: 1.47г;Кольцо, вставка:  фианит;    
Белое золото 585 пробы.;Классические ювелирные украшения. Ювелирные украшения в классическом стиле: вне моды и времени. Отличительные признаки классики: спокойные плавные линии; гармоничные пропорции, симметричность, стандартные геометрические формы. Вы не прогадаете ни с собственным образом, ни с подарком!",,,,,https://sunlight.net/catalog/ring_238919.html,5-4062-303-1Б*&РОССИЯ&Белое золото&Фианит&1.47 г,SERGEY GRIBNYAKOV&Золото. Элегантная классика
1084,Золотое шейное украшение с жемчугом,Артикул: 292075,15970₽,53233₽,"Артикул: 292075;Шейное укр. с 1 жемчугом культивированным;    
Розовое золото 585 пробы.;Вес изделия: 2.99г;Шейное укр. с 1 жемчугом культивированным;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/neck_decoration_292075.html,500014-H5R-01&Розовое золото&Жемчуг&2.99 г,JASMİNE JEWELLERY
1085,Золотые серьги с фианитами,Артикул: 244434,9490₽,18980₽,"Артикул: 244434;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.;Вес изделия: 1.32г;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_244434.html,С006-01-06*&РОССИЯ&Фианит&1.32 г,SERGEY GRIBNYAKOV&Детская коллекция
1086,Серебряное шейное украшение,Артикул: 88951,3390₽,6780₽,"Артикул: 88951;Шейное укр. <>    
Серебро 925 пробы.;Вес изделия: 3.11г;Шейное укр. <>    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/neck_decoration_88951.html,S10578-H9W-01&Серебро&3.11 г,SERGEY GRIBNYAKOV&СЕРЕБРО. FASHION 
1087,Золотое кольцо с топазами и бриллиантами,Артикул: 314311,21990₽,43980₽,"Артикул: 314311;Кольцо с 4 бриллиантами, огранка круг 17 граней, 0.01 карат, цвет 2, чистота 2, тип огранки Б, 6 бриллиантами, огранка круг 17 граней, 0.01 карат, цвет 2, чистота 2, тип огранки Б;
1 топазом синим, 2.59 карат, тип огранки Б;    
Розовое золото 585 пробы.;Вес изделия: 2.45г;Кольцо с 4 бриллиантами, огранка круг 17 граней, 0.01 карат, цвет 2, чистота 2, тип огранки Б, 6 бриллиантами, огранка круг 17 граней, 0.01 карат, цвет 2, чистота 2, тип огранки Б;
1 топазом синим, 2.59 карат, тип огранки Б;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/ring_314311.html,71730-K5R-01&РОССИЯ&Розовое золото&Бриллиант; Топаз&2.45 г,SERGEY GRIBNYAKOV&ЗОЛОТО. ТОПАЗЫ
1088,Серебряная подвеска с фианитами,Артикул: 279188,1190₽,2380₽,"Артикул: 279188;Подвеска, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 2.11г;Подвеска, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/pendants_279188.html,1310038325-501&РОССИЯ&Серебро&Фианит&2.11 г,SERGEY GRIBNYAKOV
1089,Золотые серьги с коньячными бриллиантами и бриллиантами,Артикул: 22127,104990₽,209980₽,"Артикул: 22127;Серьги с 80 бриллиантами, огранка круг 17 граней, 0.17 карат, цвет 2, чистота 3, тип огранки Б;
42 бриллиантами коньячными, огранка круг 57 граней, 0.63 карат, цвет 7, чистота 6, тип огранки А;    
Розовое золото 585 пробы.

Уникальная коллекция с коньячными и черными бриллиантами превосходна в тонкости ювелирной работы. Ведь украшения из этой коллекции – гармония цвета и фактуры, выразительность линий и совершенство в деталях.;Вес изделия: 3.29г;Серьги с 80 бриллиантами, огранка круг 17 граней, 0.17 карат, цвет 2, чистота 3, тип огранки Б;
42 бриллиантами коньячными, огранка круг 57 граней, 0.63 карат, цвет 7, чистота 6, тип огранки А;    
Розовое золото 585 пробы.;Уникальная коллекция с коньячными и черными бриллиантами превосходна в тонкости ювелирной работы. Ведь украшения из этой коллекции – гармония цвета и фактуры, выразительность линий и совершенство в деталях.",,,,,https://sunlight.net/catalog/earring206666.html,0657-C5R-01&Розовое золото&Бриллиант; Коньячный бриллиант&3.29 г,SERGEY GRIBNYAKOV&Коньячные и черные бриллианты
1090,Серебряная цепь,Артикул: 268709,8490₽,28300₽,"Артикул: 268709;Цепь    
Серебро 925 пробы.

Цепочка с плетением ""Снейк"" – универсальное украшение, которое подойдет на все случаи жизни. Ювелирный аксессуар напоминает скрученную туго веревку состоящую из плотно соединенных элементов одной плоскости. Основные компоненты изделия – кольца, замок и звенья. Чередование и определенное расположение элементов создают уникальный вид плетения.
ВНИМАНИЕ – из-за конструктивной особенности цепочка плетения снейк подвержена заломам. Обязательно снимайте ее на ночь, при занятии спортом и физических нагрузках. Под крест лучше выбирать другой вид плетения из нашего каталога.;Вес изделия: 26.43г;Цепь    
Серебро 925 пробы.;Цепочка с плетением ""Снейк"" – универсальное украшение, которое подойдет на все случаи жизни. Ювелирный аксессуар напоминает скрученную туго веревку состоящую из плотно соединенных элементов одной плоскости. Основные компоненты изделия – кольца, замок и звенья. Чередование и определенное расположение элементов создают уникальный вид плетения.
ВНИМАНИЕ – из-за конструктивной особенности цепочка плетения снейк подвержена заломам. Обязательно снимайте ее на ночь, при занятии спортом и физических нагрузках. Под крест лучше выбирать другой вид плетения из нашего каталога.",,,,,https://sunlight.net/catalog/chains_268709.html,FS567-F9B-02&ИТАЛИЯ&Серебро&Полновес&26.43 г,CHRYSOS&Серебро Италии
1091,Золотые серьги с сапфирами и бриллиантами,Артикул: 82929,27990₽,93300₽,"Артикул: 82929;Серьги с 40 бриллиантами, огранка круг 17 граней, 0.08 карат, цвет 2, чистота 3, тип огранки Б;
2 сапфирами, 0.55 карат, цвет 3, чистота 3, тип огранки Б;2 сапфирами, 0.18 карат, цвет 3, чистота 3, тип огранки В;    
Розовое золото 585 пробы.;Вес изделия: 3.32г;Серьги с 40 бриллиантами, огранка круг 17 граней, 0.08 карат, цвет 2, чистота 3, тип огранки Б;
2 сапфирами, 0.55 карат, цвет 3, чистота 3, тип огранки Б;2 сапфирами, 0.18 карат, цвет 3, чистота 3, тип огранки В;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_82929.html,30011-C5R-01&Розовое золото&Бриллиант; Сапфир&3.32 г,SERGEY GRIBNYAKOV&Золото. Сапфиры
1092,Серебряное шейное украшение с фианитами и ракушкой,Артикул: 109215,1990₽,3980₽,"Артикул: 109215;Шейное укр., вставка:  фианит; ракушка;    
Серебро 925 пробы.;Вес изделия: 3.16г;Шейное укр., вставка:  фианит; ракушка;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/neck_decoration_109215.html,S40606-H9W-01&Серебро&Фианит; Ракушка&3.16 г,SERGEY GRIBNYAKOV
1093,Золотые серьги с фианитами,Артикул: 258383,16990₽,33980₽,"Артикул: 258383;Серьги, вставка:  фианит;    
Белое золото 585 пробы.;Вес изделия: 2.18г;Серьги, вставка:  фианит;    
Белое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_258383.html,11663-C5W-01&Белое золото&Фианит&2.18 г,JASMİNE JEWELLERY
1094,Серебряный браслет с малахитом,Артикул: 272628,1290₽,6450₽,"Артикул: 272628;Браслет, вставка:  малахит; элементы из серебра;    

Мужские аксессуары призваны демонстрировать силу, мужество, решительность. Отлитые в серебре, украшения задают тон образу мужчины, создают уверенный стиль. Сегодня разновидностей мужских украшений из серебра достаточно, чтобы каждый смог себе подобрать что-то подходящее.;Браслет, вставка:  малахит; элементы из серебра;;Мужские аксессуары призваны демонстрировать силу, мужество, решительность. Отлитые в серебре, украшения задают тон образу мужчины, создают уверенный стиль. Сегодня разновидностей мужских украшений из серебра достаточно, чтобы каждый смог себе подобрать что-то подходящее.",,,,,https://sunlight.net/catalog/bracelets_272628.html,S16181-B0W-01&Серебро&Малахит,SERGEY GRIBNYAKOV
1095,Серебряные серьги с фианитами,Артикул: 142123,1390₽,2780₽,"Артикул: 142123;Серьги с 24 фианитами, 0.01 карат, тип огранки В;    
Серебро 925 пробы.;Вес изделия: 2.21г;Серьги с 24 фианитами, 0.01 карат, тип огранки В;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_142123.html,02-204с&РОССИЯ&Серебро&Фианит&2.21 г,Ювиком&СЕРЕБРО. Классика
1096,Серебряные серьги для шармов,Артикул: 272630,2990₽,5980₽,"Артикул: 272630;Серьги    
Серебро 925 пробы.

Любимые шармы и подвески теперь можно носить и на серьгах! На каждой сережке можно носить до 3 подвесок. Смело экспериментируй и создавай свой собственный неповторимый стиль вместе с серьгами-трансформерами!;Вес изделия: 4.13г;Серьги    
Серебро 925 пробы.;Любимые шармы и подвески теперь можно носить и на серьгах! На каждой сережке можно носить до 3 подвесок. Смело экспериментируй и создавай свой собственный неповторимый стиль вместе с серьгами-трансформерами!",,,,,https://sunlight.net/catalog/earring_272630.html,S16182-C9W-01&Серебро&4.13 г,SERGEY GRIBNYAKOV
1097,Золотые серьги с фианитами,Артикул: 290553,5490₽,10980₽,"Артикул: 290553;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.;Вес изделия: 0.5г;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_290553.html,1125445/2*&РОССИЯ&Розовое золото&Фианит&0.5 г,SERGEY GRIBNYAKOV&Детская коллекция
1098,Золотые серьги с фианитами,Артикул: 258140,9990₽,33300₽,"Артикул: 258140;Серьги, вставка:  фианит;    
Белое золото 585 пробы.;Вес изделия: 1.93г;Серьги, вставка:  фианит;    
Белое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_258140.html,11617-C5W-01&Белое золото&Фианит&1.93 г,JASMİNE JEWELLERY
1099,Золотые серьги с бриллиантами,Артикул: 280951,34990₽,174950₽,"Артикул: 280951;Серьги с 156 бриллиантами, огранка круг 17 граней, 0.38 карат, цвет 2, чистота 2, тип огранки Б;    
Белое золото 585 пробы.;Вес изделия: 3.65г;Серьги с 156 бриллиантами, огранка круг 17 граней, 0.38 карат, цвет 2, чистота 2, тип огранки Б;    
Белое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_280951.html,71466-C5W-01&РОССИЯ&Белое золото&Бриллиант&3.65 г,Бриллианты Якутии&Бриллианты. Fashion Diamonds
1100,Золотая подвеска с фианитами и топазами,Артикул: 264119,16990₽,33980₽,"Артикул: 264119;Подвеска с  фианит;1 топазом голубым, 2.35 карат, тип огранки Б;    
Розовое золото 585 пробы.;Вес изделия: 1.49г;Подвеска с  фианит;1 топазом голубым, 2.35 карат, тип огранки Б;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/pendants_264119.html,03-205_тsw&РОССИЯ&Розовое золото&Фианит; Топаз&1.49 г,Ювиком&ЗОЛОТО. ТОПАЗЫ
1101,Золотое кольцо с бриллиантами,Артикул: 238104,55990₽,186633₽,"Артикул: 238104;Кольцо с 9 бриллиантами, огранка круг 57 граней, 0.21 карат, цвет 4, чистота 6, тип огранки А, 16 бриллиантами, огранка круг 57 граней, 0.22 карат, цвет 4, чистота 6, тип огранки А;    
Розовое золото 585 пробы.;Вес изделия: 2.11г;Кольцо с 9 бриллиантами, огранка круг 57 граней, 0.21 карат, цвет 4, чистота 6, тип огранки А, 16 бриллиантами, огранка круг 57 граней, 0.22 карат, цвет 4, чистота 6, тип огранки А;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/ring_238104.html,20234-K5R-01&Розовое золото&Бриллиант&2.11 г,SERGEY GRIBNYAKOV&Бриллианты. Классика
1102,Серебряные серьги с фианитами,Артикул: 266600,1590₽,3180₽,"Артикул: 266600;Серьги, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 1.96г;Серьги, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_266600.html,S55020-C9W-01&Серебро&Фианит&1.96 г,SERGEY GRIBNYAKOV&СЕРЕБРО. FASHION 
