,h1,art,price,price2,gold,gold2,weight,gems,gems2,url,d1,d0
369,Золотое кольцо с бриллиантами,Артикул: 57535,29990₽,99967₽,"Артикул: 57535;Кольцо с 54 бриллиантами, огранка круг 17 граней, 0.11 карат, цвет 2, чистота 3, тип огранки Б;
79 бриллиантами черными обл., огранка круг 17 граней, 0.14 карат, тип огранки Б;    
Белое золото 585 пробы.;Вес изделия: 2.29г;Кольцо с 54 бриллиантами, огранка круг 17 граней, 0.11 карат, цвет 2, чистота 3, тип огранки Б;
79 бриллиантами черными обл., огранка круг 17 граней, 0.14 карат, тип огранки Б;    
Белое золото 585 пробы.",,,,,https://sunlight.net/catalog/ring_57535.html,2474-K5W-01&Белое золото&Бриллиант&2.29 г,SERGEY GRIBNYAKOV&Коньячные и черные бриллианты
370,Серебряное шейное украшение с жемчугом,Артикул: 143908,990₽,3300₽,"Артикул: 143908;Шейное укр., вставка:  жемчуг культивированный;    
Серебро 925 пробы.;Вес изделия: 5.3г;Шейное укр., вставка:  жемчуг культивированный;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/neck_decoration_143908.html,S90583-H9W-01&Серебро&Жемчуг&5.3 г,SERGEY GRIBNYAKOV&Жемчуг серебро
371,Золотые серьги с жёлтыми бриллиантами,Артикул: 305287,351990₽,703980₽,"Артикул: 305287;Серьги с 1 бриллиантом желтым, огранка круг 57 граней, 0.51 карат, цвет 8-5, чистота 6, тип огранки А;1 бриллиантом желтым, огранка круг 57 граней, 0.51 карат, цвет 8-5, чистота 5, тип огранки А;    
Желтое золото 585 пробы.

Гипнотическая и по-настоящему роскошная коллекция бриллиантов фантазийных цветов. Сильный блеск и проникновение света, всё это – Желтые Бриллианты, одно из самых драгоценных творений природы.;Вес изделия: 2.22г;Серьги с 1 бриллиантом желтым, огранка круг 57 граней, 0.51 карат, цвет 8-5, чистота 6, тип огранки А;1 бриллиантом желтым, огранка круг 57 граней, 0.51 карат, цвет 8-5, чистота 5, тип огранки А;    
Желтое золото 585 пробы.;Гипнотическая и по-настоящему роскошная коллекция бриллиантов фантазийных цветов. Сильный блеск и проникновение света, всё это – Желтые Бриллианты, одно из самых драгоценных творений природы.",,,,,https://sunlight.net/catalog/earring_305287.html,70410-C5Y-07&РОССИЯ&Желтое золото&2.22 г,Бриллианты Якутии&Бриллианты Якутии
372,Золотые серьги с изумрудами и бриллиантами,Артикул: 36505,22990₽,45980₽,"Артикул: 36505;Серьги с 18 бриллиантами, огранка круг 17 граней, 0.04 карат, цвет 2, чистота 2, тип огранки Б;
6 изумрудами, 0.12 карат, цвет 3, чистота 3, тип огранки В;    
Желтое золото 585 пробы.;Вес изделия: 1.79г;Серьги с 18 бриллиантами, огранка круг 17 граней, 0.04 карат, цвет 2, чистота 2, тип огранки Б;
6 изумрудами, 0.12 карат, цвет 3, чистота 3, тип огранки В;    
Желтое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_36505.html,1783-C5Y-05&РОССИЯ&Желтое золото&Бриллиант; Изумруд&1.79 г,SERGEY GRIBNYAKOV&Золото. Изумруды
373,Серебряные серьги с бирюзой,Артикул: 267917,1290₽,2580₽,"Артикул: 267917;Серьги, вставка:  бирюза имитация;    
Серебро 925 пробы.;Вес изделия: 1.3г;Серьги, вставка:  бирюза имитация;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_267917.html,S15940-C9W-01&Серебро&Бирюза&1.3 г,SERGEY GRIBNYAKOV
374,Серебряные серьги с фианитами,Артикул: 276611,3990₽,7980₽,"Артикул: 276611;Серьги, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 6.59г;Серьги, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_276611.html,02-2288/00КЦ-07&РОССИЯ&Серебро&Фианит&6.59 г,SERGEY GRIBNYAKOV&СЕРЕБРО. Классика
375,Золотые серьги,Артикул: 93210,20990₽,41980₽,"Артикул: 93210;Серьги    
Розовое золото 585 пробы.

Украшения без вставок.  Из-за отсутствия каких-либо вставок, такие ювелирные изделия обладают совершенством формы и безупречным цветовым сочетанием. Эти модели как нельзя лучше способны подчеркнуть женственность их обладательницы, акцентируя внимание на ее привлекательности, в то же время не отвлекая взгляд на блеск драгоценных камней. И не важно выберете вы золотые ювелирные серьги-пуссеты, конго или цепочки, вы в любом случае будете на высоте.;Вес изделия: 2.32г;Серьги    
Розовое золото 585 пробы.;Украшения без вставок.  Из-за отсутствия каких-либо вставок, такие ювелирные изделия обладают совершенством формы и безупречным цветовым сочетанием. Эти модели как нельзя лучше способны подчеркнуть женственность их обладательницы, акцентируя внимание на ее привлекательности, в то же время не отвлекая взгляд на блеск драгоценных камней. И не важно выберете вы золотые ювелирные серьги-пуссеты, конго или цепочки, вы в любом случае будете на высоте.",,,,,https://sunlight.net/catalog/earring_93210.html,221846*&РОССИЯ&Розовое золото&2.32 г,SERGEY GRIBNYAKOV&Золотые украшения без вставок
376,Золотые серьги,Артикул: 244133,10990₽,21980₽,"Артикул: 244133;Серьги    
Желтое золото 585 пробы.

Желтое золото. Тёплый жёлтый оттенок металла очаровывает своей интеллигентностью. Такой цвет безупречно будет смотреться на загорелой коже, и придаст ей дополнительное сияние.;Вес изделия: 1.29г;Серьги    
Желтое золото 585 пробы.;Желтое золото. Тёплый жёлтый оттенок металла очаровывает своей интеллигентностью. Такой цвет безупречно будет смотреться на загорелой коже, и придаст ей дополнительное сияние.",,,,,https://sunlight.net/catalog/earring_244133.html,23-18-47л*&РОССИЯ&18 мм&1.29 г,SERGEY GRIBNYAKOV&Белое и желтое золото
377,Золотые серьги с фианитами,Артикул: 269900,7490₽,24967₽,"Артикул: 269900;Серьги, вставка:  фианит;    
Желтое золото 585 пробы.;Вес изделия: 1.52г;Серьги, вставка:  фианит;    
Желтое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_269900.html,12177-C5Y-01&Фианит&1.52 г,JASMİNE JEWELLERY
378,Серебряная подвеска - шарм с фианитами,Артикул: 272803,590₽,2950₽,"Артикул: 272803;Подвеска, вставка:  фианит голубой;    
Серебро 925 пробы.;Вес изделия: 0.79г;Подвеска, вставка:  фианит голубой;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/pendants_272803.html,S71114-P9R-01&Серебро&Фианит&0.79 г,SERGEY GRIBNYAKOV
379,Серебряные серьги с фианитами и алпанитом,Артикул: 41051,2190₽,4380₽,"Артикул: 41051;Серьги, вставка:  фианит; алпанит цветной;    
Серебро 925 пробы.;Вес изделия: 2.44г;Серьги, вставка:  фианит; алпанит цветной;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/silver/earring257167.html,S7540-C9W-01&Серебро&Алпанит; Фианит&2.44 г,SERGEY GRIBNYAKOV&Multicolor
380,Серебряное кольцо с фианитами,Артикул: 265153,2190₽,4380₽,"Артикул: 265153;Кольцо, вставка:  фианит коричневый;    
Серебро 925 пробы.;Вес изделия: 3.66г;Кольцо, вставка:  фианит коричневый;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_265153.html,S61613-K9W-01&Серебро&Фианит&3.66 г,SERGEY GRIBNYAKOV&Multicolor
381,Золотое кольцо с фианитами,Артикул: 267108,12890₽,25780₽,"Артикул: 267108;Кольцо, вставка:  фианит;    
Розовое золото 585 пробы.

Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.;Вес изделия: 1.79г;Кольцо, вставка:  фианит;    
Розовое золото 585 пробы.;Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.",,,,,https://sunlight.net/catalog/ring_267108.html,1832101*&РОССИЯ&Розовое золото&Фианит&1.79 г,SERGEY GRIBNYAKOV
382,Золотое колье с изумрудами,Артикул: 239057,20990₽,41980₽,"Артикул: 239057;Колье с 1 изумрудом, 0.22 карат, цвет 3, чистота 3, тип огранки В;    
Розовое золото 585 пробы.;Вес изделия: 1.43г;Колье с 1 изумрудом, 0.22 карат, цвет 3, чистота 3, тип огранки В;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/necklace_239057.html,70835-H5R-01&РОССИЯ&Розовое золото&Изумруд&1.43 г,SERGEY GRIBNYAKOV&Золото. Изумруды
383,Серебряные серьги с лунным камнем и ситаллом,Артикул: 299029,6990₽,13980₽,"Артикул: 299029;Серьги, вставка:  ситал; лунный камень;    
Серебро 925 пробы.;Вес изделия: 6.14г;Серьги, вставка:  ситал; лунный камень;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_299029.html,2340930150л-80&РОССИЯ&Серебро&Ситалл; Лунный камень&6.14 г,SERGEY GRIBNYAKOV&CANDY
384,Серебряная цепь,Артикул: 145346,4990₽,9980₽,"Артикул: 145346;Цепь    
Серебро 925 пробы.
ЦЕПЬ ОБЛЕГЧЕННАЯ. ТРЕБУЕТ БЕРЕЖНОГО ОБРАЩЕНИЯ. Украшение произведено по итальянской технологии изготовления облегченных (пустотелых) ювелирных изделий. Оно требует аккуратного и бережного обращения. Снимайте украшение, когда выполняете работу по дому, занимаетесь спортом, принимаете душ или ванну, посещаете сауну, бассейн, а также перед сном. Избегайте жестких касаний ювелирного изделия с твердыми поверхностями и предметами.

Якорное плетение - настолько надежное, что можно вешать якорь. Звенья расположены под прямым углом друг к другу, поэтому цепь получается объемной. Плетение универсально, подходит и женщинам, и мужчинам. Классическая якорная цепь состоит из звеньев продолговатой формы с закругленными концами. Для усиления блеска края обрабатывают алмазной гранью.
Бренд LINEA является торговой маркой российских золотых и серебряных цепей и цепных браслетов высшего качества.
Украшения под этой торговой маркой производятся на лучших цепевязальных ювелирных заводах России.
Специалисты бренда уделяют приоритетное значение качеству. Каждое изделие проходит тройной контроль ОТК.
Фактический завод производитель указан на бирке каждого изделия.;Вес изделия: 8.05г;Цепь    
Серебро 925 пробы.
ЦЕПЬ ОБЛЕГЧЕННАЯ. ТРЕБУЕТ БЕРЕЖНОГО ОБРАЩЕНИЯ. Украшение произведено по итальянской технологии изготовления облегченных (пустотелых) ювелирных изделий. Оно требует аккуратного и бережного обращения. Снимайте украшение, когда выполняете работу по дому, занимаетесь спортом, принимаете душ или ванну, посещаете сауну, бассейн, а также перед сном. Избегайте жестких касаний ювелирного изделия с твердыми поверхностями и предметами.;Якорное плетение - настолько надежное, что можно вешать якорь. Звенья расположены под прямым углом друг к другу, поэтому цепь получается объемной. Плетение универсально, подходит и женщинам, и мужчинам. Классическая якорная цепь состоит из звеньев продолговатой формы с закругленными концами. Для усиления блеска края обрабатывают алмазной гранью.
Бренд LINEA является торговой маркой российских золотых и серебряных цепей и цепных браслетов высшего качества.
Украшения под этой торговой маркой производятся на лучших цепевязальных ювелирных заводах России.
Специалисты бренда уделяют приоритетное значение качеству. Каждое изделие проходит тройной контроль ОТК.
Фактический завод производитель указан на бирке каждого изделия.",,,,,https://sunlight.net/catalog/chains_133917.html,Ср925Р-201012055&РОССИЯ&Серебро&Пустотелая&8.05 г,LINEA
385,Золотое кольцо с фианитами,Артикул: 111132,28440₽,56880₽,"Артикул: 111132;Кольцо, вставка:  фианит;    
Розовое золото 585 пробы.

Мужская печатка — дополняющий аксессуар, знак престижа и статуса. Она может быть атрибутами стиля, социального положения и благосостояния. Более того, именно такой вариант кольца добавляет образу мужественности. Стиль кольца должен гармонировать с образом, вписываться в него. Покупая свою первую печатку, лучше остановиться на простом, более классическом варианте. Строгая геометрическая форма одинаково хорошо будет сочетаться и с деловым костюмом, и с фраком, и со спортивной одеждой.;Вес изделия: 3.6г;Кольцо, вставка:  фианит;    
Розовое золото 585 пробы.;Мужская печатка — дополняющий аксессуар, знак престижа и статуса. Она может быть атрибутами стиля, социального положения и благосостояния. Более того, именно такой вариант кольца добавляет образу мужественности. Стиль кольца должен гармонировать с образом, вписываться в него. Покупая свою первую печатку, лучше остановиться на простом, более классическом варианте. Строгая геометрическая форма одинаково хорошо будет сочетаться и с деловым костюмом, и с фраком, и со спортивной одеждой.",,,,,https://sunlight.net/catalog/ring_111132.html,10482-K5R-01&Розовое золото&Фианит&3.6 г,JASMİNE JEWELLERY
386,Золотая подвеска с фианитами,Артикул: 143281,7990₽,15980₽,"Артикул: 143281;Подвеска, вставка:  фианит;    
Розовое золото 585 пробы.

Классические ювелирные украшения. Ювелирные украшения в классическом стиле: вне моды и времени. Отличительные признаки классики: спокойные плавные линии; гармоничные пропорции, симметричность, стандартные геометрические формы. Вы не прогадаете ни с собственным образом, ни с подарком!;Вес изделия: 0.95г;Подвеска, вставка:  фианит;    
Розовое золото 585 пробы.;Классические ювелирные украшения. Ювелирные украшения в классическом стиле: вне моды и времени. Отличительные признаки классики: спокойные плавные линии; гармоничные пропорции, симметричность, стандартные геометрические формы. Вы не прогадаете ни с собственным образом, ни с подарком!",,,,,https://sunlight.net/catalog/pendants_143281.html,01П1111864Р*&РОССИЯ&Розовое золото&Фианит&0.95 г,SERGEY GRIBNYAKOV&Золото. Элегантная классика
387,Золотые серьги с фианитом swarovski,Артикул: 277521,20990₽,41980₽,"Артикул: 277521;Серьги, вставка:  фианит swarovski;    
Розовое золото 585 пробы.

Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.;Вес изделия: 3.79г;Серьги, вставка:  фианит swarovski;    
Розовое золото 585 пробы.;Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.",,,,,https://sunlight.net/catalog/earring_277521.html,11310339/фи*&РОССИЯ&Розовое золото&3.79 г,SERGEY GRIBNYAKOV
388,Золотая цепь,Артикул: 82796,64150₽,128300₽,"Артикул: 82796;Цепь    
Розовое золото 585 пробы.

Плетение ""Ролло"" или по-другому такие цепочки называют «Шопард» или «Бельцер». Цепочки изготовленные в таком исполнении отлично могут быть и самостоятельным украшением, и основой для кулона. Звенья круглой формы соединяются под прямым углом. Простота цепочки поможет подчеркнуть красоту подвески не привлекая на себя избыточное внимание.;Вес изделия: 8.91г;Цепь    
Розовое золото 585 пробы.;Плетение ""Ролло"" или по-другому такие цепочки называют «Шопард» или «Бельцер». Цепочки изготовленные в таком исполнении отлично могут быть и самостоятельным украшением, и основой для кулона. Звенья круглой формы соединяются под прямым углом. Простота цепочки поможет подчеркнуть красоту подвески не привлекая на себя избыточное внимание.",,,,,https://sunlight.net/catalog/chains_82796.html,"НЦ 12-277 0,50*&РОССИЯ&Розовое золото&Полновес&3,1 мм&8.91 г",КРАСЦВЕТМЕТ&Цепи Полновесные
389,Золотой браслет,Артикул: 324318,19820₽,39640₽,"Артикул: 324318;Браслет    
Желтое золото 585 пробы.;Вес изделия: 1.77г;Браслет    
Желтое золото 585 пробы.",,,,,https://sunlight.net/catalog/bracelets_324318.html,7000038*&РОССИЯ&Желтое золото&1.77 г,SERGEY GRIBNYAKOV&Белое и желтое золото
390,Золотые серьги с гранатом и фианитами,Артикул: 262083,30990₽,61980₽,"Артикул: 262083;Серьги с 2 гранатами, 1.82 карат, тип огранки Б; фианит;    
Розовое золото 585 пробы.

Насыщенный и страстный ярко-красный гранат, заключенный в роскошную золотую оправу. Гранат - символ любви, верности и мужества.;Вес изделия: 2.91г;Серьги с 2 гранатами, 1.82 карат, тип огранки Б; фианит;    
Розовое золото 585 пробы.;Насыщенный и страстный ярко-красный гранат, заключенный в роскошную золотую оправу. Гранат - символ любви, верности и мужества.",,,,,https://sunlight.net/catalog/earring_262083.html,С13412470-4*&РОССИЯ&Фианит; Гранат&2.91 г,SERGEY GRIBNYAKOV&ГРАНАТЫ
391,Золотая подвеска,Артикул: 56475,5990₽,11980₽,"Артикул: 56475;Подвеска    
Розовое золото 585 пробы.;Вес изделия: 0.71г;Подвеска    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/pendants_56475.html,3000011688/сс*&РОССИЯ&Розовое золото&0.71 г,SERGEY GRIBNYAKOV&Детская коллекция
392,Золотые серьги с фианитами,Артикул: 253739,5490₽,18300₽,"Артикул: 253739;Серьги, вставка:  фианит;    
Желтое золото 585 пробы.;Вес изделия: 1.17г;Серьги, вставка:  фианит;    
Желтое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_253739.html,11422-C5Y-01&Фианит&1.17 г,JASMİNE JEWELLERY
393,Серебряная подвеска с жемчугом и фианитами,Артикул: 265543,990₽,1980₽,"Артикул: 265543;Подвеска, вставка:  фианит; жемчуг культивированный;    
Серебро 925 пробы.;Вес изделия: 3.14г;Подвеска, вставка:  фианит; жемчуг культивированный;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/pendants_265543.html,S91567-P9W-01&Серебро&Фианит; Жемчуг&3.14 г,SERGEY GRIBNYAKOV&Жемчуг серебро
394,Серебряные серьги с фианитами,Артикул: 241255,1390₽,4633₽,"Артикул: 241255;Серьги, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 1.83г;Серьги, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_241255.html,41495ВД.5&РОССИЯ&Серебро&Фианит&1.83 г,SERGEY GRIBNYAKOV&Детская коллекция серебро
395,Золотое кольцо с фианитами,Артикул: 93299,12430₽,24860₽,"Артикул: 93299;Кольцо, вставка:  фианит;    
Розовое золото 585 пробы.

Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.;Вес изделия: 2.39г;Кольцо, вставка:  фианит;    
Розовое золото 585 пробы.;Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.",,,,,https://sunlight.net/catalog/ring_93299.html,63034А.1*&РОССИЯ&Розовое золото&Фианит&2.39 г,SERGEY GRIBNYAKOV
396,Золотая подвеска с фианитами,Артикул: 251756,3990₽,13300₽,"Артикул: 251756;Подвеска, вставка:  фианит;    
Розовое золото 585 пробы.;Вес изделия: 0.83г;Подвеска, вставка:  фианит;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/pendants_251756.html,11431-P5R-01&Розовое золото&Фианит&0.83 г,JASMİNE JEWELLERY
397,Серебряная подвеска с фианитами,Артикул: 23267,1790₽,3580₽,"Артикул: 23267;Подвеска, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 1.87г;Подвеска, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/silver/pendants212663.html,S1070-P9W-01&Серебро&Фианит&1.87 г,SERGEY GRIBNYAKOV&СЕРЕБРО. Классика
398,Серебряные серьги с фианитами,Артикул: 262214,3490₽,6980₽,"Артикул: 262214;Серьги, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 3.66г;Серьги, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_262214.html,S54646-C9W-01&Серебро&Фианит&3.66 г,SERGEY GRIBNYAKOV&СЕРЕБРО. Классика
399,Серебряная брошь с фианитами и со шпинелью,Артикул: 74099,4490₽,8980₽,"Артикул: 74099;Брошь, вставка:  перламутр; шпинель синяя синтетическая; фианит; фианит цветной;    
Серебро 925 пробы.;Вес изделия: 7.85г;Брошь, вставка:  перламутр; шпинель синяя синтетическая; фианит; фианит цветной;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/brooch_74099.html,S40154-O9W-01&Серебро&Фианит; Шпинель&7.85 г,SERGEY GRIBNYAKOV&Multicolor
400,Золотые серьги с фианитами,Артикул: 251657,8490₽,28300₽,"Артикул: 251657;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.

Классические ювелирные украшения. Ювелирные украшения в классическом стиле: вне моды и времени. Отличительные признаки классики: спокойные плавные линии; гармоничные пропорции, симметричность, стандартные геометрические формы. Вы не прогадаете ни с собственным образом, ни с подарком!;Вес изделия: 1.36г;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.;Классические ювелирные украшения. Ювелирные украшения в классическом стиле: вне моды и времени. Отличительные признаки классики: спокойные плавные линии; гармоничные пропорции, симметричность, стандартные геометрические формы. Вы не прогадаете ни с собственным образом, ни с подарком!",,,,,https://sunlight.net/catalog/earring_251657.html,5-4028-303-2К*&РОССИЯ&Розовое золото&Фианит&1.36 г,SERGEY GRIBNYAKOV&Золото. Элегантная классика
401,Серебряный браслет,Артикул: 158428,5490₽,10980₽,"Артикул: 158428;Браслет    
Серебро 925 пробы.;Вес изделия: 7.14г;Браслет    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/bracelets_158428.html,S11705-B9W-01&ИТАЛИЯ&Серебро&7.14 г,Alunno & Co.&Серебро Италии
402,Золотые серьги,Артикул: 278088,15990₽,53300₽,"Артикул: 278088;Серьги    
Розовое золото 585 пробы.

Трендовые золотые украшения. Стильные украшения – обязательный элемент модного образа. Кольца и браслеты, колье и серьги – они всегда вызывают повышенный интерес.
Ромб - и треугольник являются денежными символами. Подарки с этими знаками говорят о том, что вы желаете человеку благосостояния, обилия, достатка.;Вес изделия: 4.09г;Серьги    
Розовое золото 585 пробы.;Трендовые золотые украшения. Стильные украшения – обязательный элемент модного образа. Кольца и браслеты, колье и серьги – они всегда вызывают повышенный интерес.
Ромб - и треугольник являются денежными символами. Подарки с этими знаками говорят о том, что вы желаете человеку благосостояния, обилия, достатка.",,,,,https://sunlight.net/catalog/earring_278088.html,72196*&РОССИЯ&Розовое золото&4.09 г,SERGEY GRIBNYAKOV&Трендовые золотые украшения
403,Золотая подвеска с фианитами,Артикул: 155463,18990₽,37980₽,"Артикул: 155463;Подвеска, вставка:  фианит;    
Белое золото 585 пробы.

Крест -  символ веры в Бога и послушания. Он также ассоциируется с уверенностью в собственных силах, готовностью преодолеть поставленные задачи.
Белое золото. Изысканное сияние белого золота придает украшениям  вневременную элегантность. Если обычное ювелирное золото содержит чистое золото и сплав из серебра и меди, то в сплав белого золота вместо меди добавляется никель или палладий, которые и окрашивают металл в белый цвет.  После полировки на ювелирное изделие наносится родиевое покрытие. В компании Sunlight слой родия составляет не менее 3-х микрон в украшениях белого золота. Это необходимо для износостойкости, родий - медицинский гипоаллергенный металл, а так же для эстетически выразительного цвета украшения. Его блеск подчеркивает красоту прозрачных фианитов их яркость блеска и разнообразие огранок. Отличительная черта украшений  в белом золоте - это классические и европейские дизайны модельного ряда, представленные в коллекции. Быть совершенной легко!;Вес изделия: 1.95г;Подвеска, вставка:  фианит;    
Белое золото 585 пробы.;Крест -  символ веры в Бога и послушания. Он также ассоциируется с уверенностью в собственных силах, готовностью преодолеть поставленные задачи.
Белое золото. Изысканное сияние белого золота придает украшениям  вневременную элегантность. Если обычное ювелирное золото содержит чистое золото и сплав из серебра и меди, то в сплав белого золота вместо меди добавляется никель или палладий, которые и окрашивают металл в белый цвет.  После полировки на ювелирное изделие наносится родиевое покрытие. В компании Sunlight слой родия составляет не менее 3-х микрон в украшениях белого золота. Это необходимо для износостойкости, родий - медицинский гипоаллергенный металл, а так же для эстетически выразительного цвета украшения. Его блеск подчеркивает красоту прозрачных фианитов их яркость блеска и разнообразие огранок. Отличительная черта украшений  в белом золоте - это классические и европейские дизайны модельного ряда, представленные в коллекции. Быть совершенной легко!",,,,,https://sunlight.net/catalog/pendants_155463.html,01Р120780*&РОССИЯ&Белое золото&Фианит&1.95 г,SERGEY GRIBNYAKOV&Белое и желтое золото
404,Серебряные серьги с фианитами,Артикул: 289651,3390₽,6780₽,"Артикул: 289651;Серьги, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 2.65г;Серьги, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_289651.html,391633-220598&РОССИЯ&Серебро&Фианит&2.65 г,SERGEY GRIBNYAKOV&СЕРЕБРО. Классика
405,Серебряная подвеска с эмалью и фианитами,Артикул: 268945,2790₽,5580₽,"Артикул: 268945;Подвеска, вставка:  фианит; эмаль;    
Серебро 925 пробы.;Вес изделия: 1.49г;Подвеска, вставка:  фианит; эмаль;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/pendants_268945.html,3-134-7910&РОССИЯ&Серебро&Фианит; Эмаль&1.49 г,Kabarovsky&СЕРЕБРО. Классика
406,Серебряное кольцо,Артикул: 275259,5990₽,11980₽,"Артикул: 275259;Кольцо    
Серебро 925 пробы.;Вес изделия: 4.88г;Кольцо    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_275259.html,КМ 604&РОССИЯ&Серебро&4.88 г,SERGEY GRIBNYAKOV
407,Серебряное шейное украшение с бриллиантами,Артикул: 331365,4990₽,9980₽,"Артикул: 331365;Шейное укр.    
Серебро 925 пробы.;Вес изделия: 2.65г;Шейное укр.    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/neck_decoration_331365.html,06-3012/000Б-00&РОССИЯ&Серебро&Бриллиант&2.65 г,SERGEY GRIBNYAKOV&Драгоценные камни. Серебро
408,Золотая цепь,Артикул: 151988,266970₽,533940₽,"Артикул: 151988;Цепь ручной работы.  
Белое золото 585 пробы.

«Гарибальди» — объемное якорное плетение с парными круглыми звеньями. Считается, что его назвали в честь супругов Гарибальди, героев освободительного движения Италии, которые всегда были вместе и разделяли взгляды друг друга. «Гарибальди» создает впечатление очень прочного и основательного плетения, поэтому подойдет для ношения нательного крестика или кулона-талисмана.
Бренд LINEA является торговой маркой российских золотых и серебряных цепей и цепных браслетов высшего качества.
Украшения под этой торговой маркой производятся на лучших цепевязальных ювелирных заводах России.
Специалисты бренда уделяют приоритетное значение качеству. Каждое изделие проходит тройной контроль ОТК.
Фактический завод производитель указан на бирке каждого изделия.;Вес изделия: 40.45г;Цепь ручной работы.  
Белое золото 585 пробы.;«Гарибальди» — объемное якорное плетение с парными круглыми звеньями. Считается, что его назвали в честь супругов Гарибальди, героев освободительного движения Италии, которые всегда были вместе и разделяли взгляды друг друга. «Гарибальди» создает впечатление очень прочного и основательного плетения, поэтому подойдет для ношения нательного крестика или кулона-талисмана.
Бренд LINEA является торговой маркой российских золотых и серебряных цепей и цепных браслетов высшего качества.
Украшения под этой торговой маркой производятся на лучших цепевязальных ювелирных заводах России.
Специалисты бренда уделяют приоритетное значение качеству. Каждое изделие проходит тройной контроль ОТК.
Фактический завод производитель указан на бирке каждого изделия.",,,,,https://sunlight.net/catalog/chains_151988.html,"Ш2100382155*&РОССИЯ&Белое золото&Полновес&5,0 мм&40.45 г",LINEA
409,Золотые серьги с рубинами и бриллиантами,Артикул: 277507,65990₽,329950₽,"Артикул: 277507;Серьги с 90 бриллиантами, огранка круг 17 граней, 0.20 карат, цвет 2, чистота 3, тип огранки Б;
70 рубинами, 1.19 карат, цвет 3, чистота 3, тип огранки В;    
Желтое золото 585 пробы.;Вес изделия: 5.34г;Серьги с 90 бриллиантами, огранка круг 17 граней, 0.20 карат, цвет 2, чистота 3, тип огранки Б;
70 рубинами, 1.19 карат, цвет 3, чистота 3, тип огранки В;    
Желтое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_277507.html,30133-C5Y-01&Желтое золото&Бриллиант; Рубин&5.34 г,SERGEY GRIBNYAKOV&Золото. Рубины
