,h1,art,price,price2,gold,gold2,weight,gems,gems2,url,d1,d0
12997,Серебряные серьги с фианитами,Артикул: 241251,834₽,2780₽,"Артикул: 241251;Серьги, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 2.53г;Серьги, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_241251.html,48537А.5&РОССИЯ&Серебро&Фианит&2.53 г,SERGEY GRIBNYAKOV&СЕРЕБРО. Классика
12998,Шейное украшение из кошачьего глаза с серебряным замком,Артикул: 323113,1314₽,4380₽,"Артикул: 323113;Шейное укр., вставка:  кошачий глаз ; Сталь;    
Серебро 925 пробы.;Вес изделия: 4.9г;Шейное укр., вставка:  кошачий глаз ; Сталь;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/neck_decoration_323113.html,40009&Серебро&Кошачий глаз&4.9 г,Русголд&Самоцветы
12999,Золотые серьги с фианитами,Артикул: 262269,10990₽,36633₽,"Артикул: 262269;Серьги, вставка:  фианит;    
Белое золото 585 пробы.;Вес изделия: 2.24г;Серьги, вставка:  фианит;    
Белое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_262269.html,11879-C5W-01&Белое золото&Фианит&2.24 г,JASMİNE JEWELLERY
13000,Золотое кольцо с бриллиантами,Артикул: 268435,19194₽,63980₽,"Артикул: 268435;Кольцо с 7 бриллиантами, огранка круг 57 граней, 0.08 карат, цвет 4, чистота 6, тип огранки А;    
Розовое золото 585 пробы.

Невероятная привлекательность украшений из этой коллекции обусловлена использованием в изделиях сверкающего алмазного диска, который позволяет визуально увеличить и эффектно представить бриллианты взору окружающих.;Вес изделия: 1.81г;Кольцо с 7 бриллиантами, огранка круг 57 граней, 0.08 карат, цвет 4, чистота 6, тип огранки А;    
Розовое золото 585 пробы.;Невероятная привлекательность украшений из этой коллекции обусловлена использованием в изделиях сверкающего алмазного диска, который позволяет визуально увеличить и эффектно представить бриллианты взору окружающих.",,,,,https://sunlight.net/catalog/ring_268435.html,20218-K5R-01&Розовое золото&Бриллиант&1.81 г,SUNLIGHT&Бриллианты. Miracle
13001,Серебряные серьги с кубическим цирконием и керамикой,Артикул: 155292,1494₽,4980₽,"Артикул: 155292;Серьги, вставка:  керамика; куб. цирконий;    
Серебро 925 пробы.

Изделия из керамики могут быть лаконичными и торжественными, органично дополнять повседневные и деловые образы или же стать изысканными аксессуарами к вечерним нарядам. Керамика в носке проявляет себя очень достойно: материал гипоаллергенный, не царапается, не меняет цвет под действием ультрафиолета, не подвергается окислению.;Вес изделия: 4.81г;Серьги, вставка:  керамика; куб. цирконий;    
Серебро 925 пробы.;Изделия из керамики могут быть лаконичными и торжественными, органично дополнять повседневные и деловые образы или же стать изысканными аксессуарами к вечерним нарядам. Керамика в носке проявляет себя очень достойно: материал гипоаллергенный, не царапается, не меняет цвет под действием ультрафиолета, не подвергается окислению.",,,,,https://sunlight.net/catalog/earring_155292.html,TC-E00703-BL-W-X-X-W&РОССИЯ&Серебро&Кубический цирконий; Керамика&4.81 г,FRESH&СЕРЕБРО КЕРАМИКА
13002,Серебряные серьги с перламутром и фианитами,Артикул: 97474,2490₽,4980₽,"Артикул: 97474;Серьги, вставка:  перламутр; фианит;    
Серебро 925 пробы.;Вес изделия: 1.57г;Серьги, вставка:  перламутр; фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_97474.html,S40473-C9W-01&Серебро&Фианит; Перламутр&1.57 г,SERGEY GRIBNYAKOV&CANDY
13003,Золотые серьги с топазами,Артикул: 322687,19194₽,63980₽,"Артикул: 322687;Серьги с 2 топазами синими, 1.74 карат, тип огранки Б;    
Белое золото 585 пробы.;Вес изделия: 3.07г;Серьги с 2 топазами синими, 1.74 карат, тип огранки Б;    
Белое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_322687.html,2211633_24*&РОССИЯ&Белое золото&Топаз&3.07 г,SERGEY GRIBNYAKOV&ЗОЛОТО. ТОПАЗЫ
13004,Серебряные серьги с фианитами и алпанитом,Артикул: 261336,3390₽,11300₽,"Артикул: 261336;Серьги, вставка:  фианит; алпанит;    
Серебро 925 пробы.;Вес изделия: 8.04г;Серьги, вставка:  фианит; алпанит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_261336.html,S54728-C9W-01&Серебро&Алпанит; Фианит&8.04 г,SERGEY GRIBNYAKOV&СЕРЕБРО. Классика
13005,Серебряные серьги с фианитами и ювелирным стеклом,Артикул: 263149,1890₽,6300₽,"Артикул: 263149;Серьги, вставка:  ювелирное стекло аметист; фианит;    
Серебро 925 пробы.;Вес изделия: 3.4г;Серьги, вставка:  ювелирное стекло аметист; фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_263149.html,02-1375/ЮСАМ-00&РОССИЯ&Серебро&Фианит; Ювелирное стекло&3.4 г,SERGEY GRIBNYAKOV&Multicolor
13006,Серебряные серьги,Артикул: 277888,3790₽,12633₽,"Артикул: 277888;Серьги    
Серебро 925 пробы.;Вес изделия: 8.4г;Серьги    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_277888.html,S13503-C9M-01&Серебро&8.4 г,SERGEY GRIBNYAKOV&Гладкие серебряные украшения
13007,Серебряное кольцо с гранатом и фианитами,Артикул: 273451,3594₽,11980₽,"Артикул: 273451;Кольцо, вставка:  гранат природный; фианит;    
Серебро 925 пробы.;Вес изделия: 3.6г;Кольцо, вставка:  гранат природный; фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_273451.html,54-13-004.&РОССИЯ&Серебро&Фианит; Гранат&3.6 г,СТАТУС
13008,Серебряные серьги с фианитами и со шпинелью,Артикул: 266473,2094₽,6980₽,"Артикул: 266473;Серьги, вставка:  шпинель зеленая синтетическая; фианит;    
Серебро 925 пробы.;Вес изделия: 5.1г;Серьги, вставка:  шпинель зеленая синтетическая; фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_266473.html,S42286-C9W-01&Серебро&Фианит; Шпинель&5.1 г,SERGEY GRIBNYAKOV&Multicolor
13009,Серебряное кольцо с фианитами,Артикул: 251956,834₽,2780₽,"Артикул: 251956;Кольцо, вставка:  фианит;    
Серебро 875 пробы.;Вес изделия: 2.13г;Кольцо, вставка:  фианит;    
Серебро 875 пробы.",,,,,https://sunlight.net/catalog/ring_251956.html,M70981-K8W-01&РОССИЯ&Серебро&Фианит&2.13 г,SERGEY GRIBNYAKOV&СЕРЕБРО. Классика
13010,Золотое кольцо «Бриллианты Якутии»,Артикул: 74309,140990₽,469967₽,"Артикул: 74309;Кольцо «Бриллианты Якутии» с 1 бриллиантом, огранка круг 57 граней, 0.41 карат, цвет 3, чистота 7, тип огранки А, 32 бриллиантами, огранка круг 57 граней, 0.13 карат, цвет 3, чистота 6, тип огранки А; 
Желтое золото 585 пробы;Вес изделия: 3.54г;Кольцо «Бриллианты Якутии» с 1 бриллиантом, огранка круг 57 граней, 0.41 карат, цвет 3, чистота 7, тип огранки А, 32 бриллиантами, огранка круг 57 граней, 0.13 карат, цвет 3, чистота 6, тип огранки А; 
Желтое золото 585 пробы",,,,,https://sunlight.net/catalog/ring_74309.html,7441-K5Y-01&РОССИЯ&Желтое золото&Бриллиант&3.54 г,Бриллианты Якутии&Бриллианты Якутии
13011,Серебряный браслет,Артикул: 259665,7794₽,25980₽,"Артикул: 259665;Браслет    
Серебро 925 пробы.;Вес изделия: 52.19г;Браслет    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/bracelets_259665.html,КЛ-120Ч&РОССИЯ&Серебро&52.19 г,JUVEDEL
13012,Золотой пирсинг с фианитами,Артикул: 103913,4794₽,15980₽,"Артикул: 103913;Пирсинг, вставка:  фианит;    
Розовое золото 585 пробы.

Пирсинг: сейчас золотые украшения для пирсинга набирают популярность. Модницы всего мира оценили изящные колечки и штанги от ведущих дизайнеров ювелирных мастерских и с удовольствием покупают такие оригинальные аксессуары. Пирсинг из золота – модный и стильный аксессуар, призванный подчеркнуть оригинальность и неординарность своего владельца. В нашем каталоге представлен широкий ассортимент ювелирных изделий для прокола в пупке, носу или брови.;Вес изделия: 1.25г;Пирсинг, вставка:  фианит;    
Розовое золото 585 пробы.;Пирсинг: сейчас золотые украшения для пирсинга набирают популярность. Модницы всего мира оценили изящные колечки и штанги от ведущих дизайнеров ювелирных мастерских и с удовольствием покупают такие оригинальные аксессуары. Пирсинг из золота – модный и стильный аксессуар, призванный подчеркнуть оригинальность и неординарность своего владельца. В нашем каталоге представлен широкий ассортимент ювелирных изделий для прокола в пупке, носу или брови.",,,,,https://sunlight.net/catalog/piercing_103913.html,510100737*&Розовое золото&Фианит&1.25 г,SERGEY GRIBNYAKOV&Пирсинг Золото
13013,Золотая подвеска с топазами,Артикул: 303929,2394₽,7980₽,"Артикул: 303929;Подвеска с 1 топазом, 0.30 карат, тип огранки Б;    
Розовое золото 585 пробы.

Сердце считается одним из самых популярных мотивов в современном ювелирном искусстве, который у большинства ассоциируется с любовью и романтизмом. Такой знаковый подарок-украшение с сердечком без лишних слов продемонстрирует силу чувств и привязанности. Это универсальный символ — признание в любви, памятная ценность, которая будет греть и оживлять драгоценные воспоминания.;Вес изделия: 0.34г;Подвеска с 1 топазом, 0.30 карат, тип огранки Б;    
Розовое золото 585 пробы.;Сердце считается одним из самых популярных мотивов в современном ювелирном искусстве, который у большинства ассоциируется с любовью и романтизмом. Такой знаковый подарок-украшение с сердечком без лишних слов продемонстрирует силу чувств и привязанности. Это универсальный символ — признание в любви, памятная ценность, которая будет греть и оживлять драгоценные воспоминания.",,,,,https://sunlight.net/catalog/pendants_303929.html,13111200-Тп*&РОССИЯ&Розовое золото&Топаз&0.34 г,SERGEY GRIBNYAKOV&Детская коллекция
13014,Золотая подвеска,Артикул: 255825,10194₽,33980₽,"Артикул: 255825;Подвеска    
Белое золото, розовое золото 585 пробы.

Украшения без вставок.  Из-за отсутствия каких-либо вставок, такие ювелирные изделия обладают совершенством формы и безупречным цветовым сочетанием. Эти модели как нельзя лучше способны подчеркнуть женственность их обладательницы, акцентируя внимание на ее привлекательности, в то же время не отвлекая взгляд на блеск драгоценных камней. И не важно выберете вы золотые ювелирные серьги-пуссеты, конго или цепочки, вы в любом случае будете на высоте.
Знаки Зодиака  - За последние годы значительно возросла популярность гороскопов. Астрология стала частью нашей культуры. Данная тема транслируется во всех направлениях моды.  Делайте выбор в пользу личных оберегов которые принесут силу, исполнение желаний, и защитят от негативных эмоций.;Вес изделия: 2.33г;Подвеска    
Белое золото, розовое золото 585 пробы.;Украшения без вставок.  Из-за отсутствия каких-либо вставок, такие ювелирные изделия обладают совершенством формы и безупречным цветовым сочетанием. Эти модели как нельзя лучше способны подчеркнуть женственность их обладательницы, акцентируя внимание на ее привлекательности, в то же время не отвлекая взгляд на блеск драгоценных камней. И не важно выберете вы золотые ювелирные серьги-пуссеты, конго или цепочки, вы в любом случае будете на высоте.
Знаки Зодиака  - За последние годы значительно возросла популярность гороскопов. Астрология стала частью нашей культуры. Данная тема транслируется во всех направлениях моды.  Делайте выбор в пользу личных оберегов которые принесут силу, исполнение желаний, и защитят от негативных эмоций.",,,,,https://sunlight.net/catalog/pendants_255825.html,5753/водолей*&РОССИЯ&2.33 г,SERGEY GRIBNYAKOV&Золотые украшения без вставок
13015,Золотое кольцо,Артикул: 273406,1860₽,6200₽,"Артикул: 273406;Кольцо    
Розовое золото 375 пробы.

Украшения без вставок.  Из-за отсутствия каких-либо вставок, такие ювелирные изделия обладают совершенством формы и безупречным цветовым сочетанием. Эти модели как нельзя лучше способны подчеркнуть женственность их обладательницы, акцентируя внимание на ее привлекательности, в то же время не отвлекая взгляд на блеск драгоценных камней. И не важно выберете вы золотые ювелирные серьги-пуссеты, конго или цепочки, вы в любом случае будете на высоте.;Вес изделия: 0.5г;Кольцо    
Розовое золото 375 пробы.;Украшения без вставок.  Из-за отсутствия каких-либо вставок, такие ювелирные изделия обладают совершенством формы и безупречным цветовым сочетанием. Эти модели как нельзя лучше способны подчеркнуть женственность их обладательницы, акцентируя внимание на ее привлекательности, в то же время не отвлекая взгляд на блеск драгоценных камней. И не важно выберете вы золотые ювелирные серьги-пуссеты, конго или цепочки, вы в любом случае будете на высоте.",,,,,https://sunlight.net/catalog/ring_273406.html,К7005535*&РОССИЯ&Розовое золото&0.5 г,SERGEY GRIBNYAKOV&Золотые украшения без вставок
13016,Серебряный браслет,Артикул: 271863,1134₽,3780₽,"Артикул: 271863;Браслет    
Серебро 925 пробы.;Вес изделия: 2.58г;Браслет    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/bracelets_271863.html,S16403-B9W-01&Серебро&2.58 г,SERGEY GRIBNYAKOV&Гладкие серебряные украшения
13017,Серебряные серьги,Артикул: 274488,5394₽,17980₽,"Артикул: 274488;Серьги    
Серебро 925 пробы.;Вес изделия: 8.83г;Серьги    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_274488.html,S16288-C9Y-01&ИТАЛИЯ&Серебро&8.83 г,Cassero&Серебро Италии
13018,Серебряные серьги,Артикул: 268876,2590₽,5180₽,"Артикул: 268876;Серьги    
Серебро 925 пробы.;Вес изделия: 4.71г;Серьги    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_268876.html,S16062-C9W-01&Серебро&4.71 г,SERGEY GRIBNYAKOV&Гладкие серебряные украшения
13019,Серебряное шейное украшение с фианитами,Артикул: 89462,1494₽,4980₽,"Артикул: 89462;Шейное укр., вставка:  фианит голубой;    
Серебро 925 пробы.

Быть в тренде – легко! Самые актуальные Украшения из коллекции SILVER FASHION: одно или сразу несколько – решать только Вам!;Вес изделия: 2.48г;Шейное укр., вставка:  фианит голубой;    
Серебро 925 пробы.;Быть в тренде – легко! Самые актуальные Украшения из коллекции SILVER FASHION: одно или сразу несколько – решать только Вам!",,,,,https://sunlight.net/catalog/neck_decoration_89462.html,S60664-H9W-02&Серебро&Фианит&2.48 г,SERGEY GRIBNYAKOV&СЕРЕБРО. FASHION 
13020,Серебряное шейное украшение с фианитами,Артикул: 99183,414₽,1380₽,"Артикул: 99183;Шейное укр., вставка:  фианит;    
Серебро 925 пробы.

Быть в тренде – легко! Самые актуальные Украшения из коллекции SILVER FASHION: одно или сразу несколько – решать только Вам!;Вес изделия: 1.82г;Шейное укр., вставка:  фианит;    
Серебро 925 пробы.;Быть в тренде – легко! Самые актуальные Украшения из коллекции SILVER FASHION: одно или сразу несколько – решать только Вам!",,,,,https://sunlight.net/catalog/neck_decoration_99183.html,S51668-H9W-01&Серебро&Фианит&1.82 г,SERGEY GRIBNYAKOV&СЕРЕБРО. FASHION 
13021,Серебряное кольцо с фианитами,Артикул: 267158,1014₽,3380₽,"Артикул: 267158;Кольцо, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 1.71г;Кольцо, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_267158.html,67176А.5&РОССИЯ&Серебро&Фианит&1.71 г,SERGEY GRIBNYAKOV&СЕРЕБРО. Классика
13022,Серебряное кольцо,Артикул: 251262,990₽,3300₽,"Артикул: 251262;Кольцо    
Серебро 925 пробы.;Вес изделия: 0.92г;Кольцо    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_251262.html,"2Пир&РОССИЯ&Серебро&2,0 мм&0.92 г",FRANKO&Гладкие серебряные украшения
13023,Золотой браслет с сапфирами и бриллиантами,Артикул: 109121,37794₽,125980₽,"Артикул: 109121;Браслет с 12 бриллиантами, огранка круг 17 граней, 0.04 карат, цвет 2, чистота 2, тип огранки Б;
1 сапфиром, 0.13 карат, цвет 2, чистота 2, тип огранки В;    
Белое золото 585 пробы.;Вес изделия: 6.15г;Браслет с 12 бриллиантами, огранка круг 17 граней, 0.04 карат, цвет 2, чистота 2, тип огранки Б;
1 сапфиром, 0.13 карат, цвет 2, чистота 2, тип огранки В;    
Белое золото 585 пробы.",,,,,https://sunlight.net/catalog/bracelets_109121.html,70514-B5W-01&Белое золото&Бриллиант; Сапфир&6.15 г,SERGEY GRIBNYAKOV&Золото. Сапфиры
13024,Серебряный крест-подвеска,Артикул: 53502,2514₽,8380₽,"Артикул: 53502;Подвеска    
Серебро 925 пробы.;Вес изделия: 11.51г;Подвеска    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/pendants_53502.html,К-808&РОССИЯ&Серебро&11.51 г,SERGEY GRIBNYAKOV&Христианство
13025,Серебряное кольцо с фианитами,Артикул: 273631,1374₽,4580₽,"Артикул: 273631;Кольцо, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 2.71г;Кольцо, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_273631.html,КЛ-25/024&РОССИЯ&Серебро&Фианит&2.71 г,SERGEY GRIBNYAKOV&СЕРЕБРО. Классика
13026,Серебряный пирсинг с фианитами,Артикул: 327322,714₽,2380₽,"Артикул: 327322;Пирсинг, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 1.14г;Пирсинг, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/piercing_327322.html,0600021-00775&РОССИЯ&Серебро&Фианит&1.14 г,SERGEY GRIBNYAKOV&ПИРСИНГ СЕРЕБРО
13027,Золотые серьги,Артикул: 272467,10794₽,35980₽,"Артикул: 272467;Серьги    
Розовое золото 585 пробы.;Вес изделия: 2.26г;Серьги    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_272467.html,12064-C5R-01&Розовое золото&2.26 г,JASMİNE JEWELLERY
13028,Золотое кольцо с сапфирами и бриллиантами,Артикул: 275946,22194₽,73980₽,"Артикул: 275946;Кольцо с 6 бриллиантами, огранка круг 57 граней, 0.14 карат, цвет 2, чистота 2, тип огранки А;
1 сапфиром, 0.27 карат, цвет 2, чистота 2, тип огранки В;    
Белое золото 585 пробы.;Вес изделия: 1.9г;Кольцо с 6 бриллиантами, огранка круг 57 граней, 0.14 карат, цвет 2, чистота 2, тип огранки А;
1 сапфиром, 0.27 карат, цвет 2, чистота 2, тип огранки В;    
Белое золото 585 пробы.",,,,,https://sunlight.net/catalog/ring_275946.html,71257-K5W-01&РОССИЯ&Белое золото&Бриллиант; Сапфир&1.9 г,SERGEY GRIBNYAKOV&Золото. Сапфиры
13029,Серебряное колье с фианитами,Артикул: 107413,834₽,2780₽,"Артикул: 107413;Колье, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 3.47г;Колье, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/necklace_107413.html,0320334-00775&РОССИЯ&Серебро&Фианит&3.47 г,SERGEY GRIBNYAKOV&СЕРЕБРО. Классика
13030,Золотые серьги с фианитами,Артикул: 272419,12490₽,41633₽,"Артикул: 272419;Серьги, вставка:  фианит;    
Белое золото 585 пробы.;Вес изделия: 2.37г;Серьги, вставка:  фианит;    
Белое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_272419.html,12003-C5W-01&Белое золото&Фианит&2.37 г,JASMİNE JEWELLERY
13031,Золотые серьги с фианитами,Артикул: 107377,25990₽,86633₽,"Артикул: 107377;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.

Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.;Вес изделия: 6.25г;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.;Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.",,,,,https://sunlight.net/catalog/earring_107377.html,12010533*&РОССИЯ&Розовое золото&Фианит&6.25 г,SERGEY GRIBNYAKOV
13032,Золотые серьги с фианитами,Артикул: 273166,4494₽,14980₽,"Артикул: 273166;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.

Корона означает власть, элегантность, женственность, дарит каждой девушке возможность почувствовать себя настоящей принцессой.;Вес изделия: 0.84г;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.;Корона означает власть, элегантность, женственность, дарит каждой девушке возможность почувствовать себя настоящей принцессой.",,,,,https://sunlight.net/catalog/earring_273166.html,2465207 1 1 1*&РОССИЯ&Розовое золото&Фианит&0.84 г,SERGEY GRIBNYAKOV&Детская коллекция
13033,Золотая подвеска,Артикул: 251070,4494₽,14980₽,"Артикул: 251070;Подвеска    
Розовое золото 585 пробы.

Украшения без вставок.  Из-за отсутствия каких-либо вставок, такие ювелирные изделия обладают совершенством формы и безупречным цветовым сочетанием. Эти модели как нельзя лучше способны подчеркнуть женственность их обладательницы, акцентируя внимание на ее привлекательности, в то же время не отвлекая взгляд на блеск драгоценных камней. И не важно выберете вы золотые ювелирные серьги-пуссеты, конго или цепочки, вы в любом случае будете на высоте.
Знаки Зодиака  - За последние годы значительно возросла популярность гороскопов. Астрология стала частью нашей культуры. Данная тема транслируется во всех направлениях моды.  Делайте выбор в пользу личных оберегов которые принесут силу, исполнение желаний, и защитят от негативных эмоций.;Вес изделия: 1.0г;Подвеска    
Розовое золото 585 пробы.;Украшения без вставок.  Из-за отсутствия каких-либо вставок, такие ювелирные изделия обладают совершенством формы и безупречным цветовым сочетанием. Эти модели как нельзя лучше способны подчеркнуть женственность их обладательницы, акцентируя внимание на ее привлекательности, в то же время не отвлекая взгляд на блеск драгоценных камней. И не важно выберете вы золотые ювелирные серьги-пуссеты, конго или цепочки, вы в любом случае будете на высоте.
Знаки Зодиака  - За последние годы значительно возросла популярность гороскопов. Астрология стала частью нашей культуры. Данная тема транслируется во всех направлениях моды.  Делайте выбор в пользу личных оберегов которые принесут силу, исполнение желаний, и защитят от негативных эмоций.",,,,,https://sunlight.net/catalog/pendants_251070.html,3-0210-010*&РОССИЯ&Розовое золото&1.0 г,SERGEY GRIBNYAKOV&Золотые украшения без вставок
13034,Серебряные серьги с эмалью и фианитами,Артикул: 269526,1590₽,5300₽,"Артикул: 269526;Серьги, вставка:  эмаль; фианит зеленый;    
Серебро 925 пробы.

Ювелирные украшения с эмалью завораживают своей изысканностью и красотой. Создание украшений с эмалью - один из самых сложных и трудоемких процессов в ювелирном производстве. Все рисунки и роспись выполняются мастерами вручную. Поэтому изделия с эмалью очень высоко ценятся. Разнообразие цветов и оттенков, которыми могут быть расписаны такие украшения, позволяет создавать неповторимые сочетания, подчеркивающие вашу индивидуальность.;Вес изделия: 3.8г;Серьги, вставка:  эмаль; фианит зеленый;    
Серебро 925 пробы.;Ювелирные украшения с эмалью завораживают своей изысканностью и красотой. Создание украшений с эмалью - один из самых сложных и трудоемких процессов в ювелирном производстве. Все рисунки и роспись выполняются мастерами вручную. Поэтому изделия с эмалью очень высоко ценятся. Разнообразие цветов и оттенков, которыми могут быть расписаны такие украшения, позволяет создавать неповторимые сочетания, подчеркивающие вашу индивидуальность.",,,,,https://sunlight.net/catalog/earring_269526.html,S30517-C9Y-01&Серебро&Фианит; Эмаль&3.8 г,SERGEY GRIBNYAKOV&Эмаль Серебро
13035,Золотые серьги с бриллиантами,Артикул: 84058,54990₽,183300₽,"Артикул: 84058;Серьги с 72 бриллиантами, огранка круг 17 граней, 0.50 карат, цвет 2, чистота 3, тип огранки Б;    
Белое золото 585 пробы.;Вес изделия: 3.95г;Серьги с 72 бриллиантами, огранка круг 17 граней, 0.50 карат, цвет 2, чистота 3, тип огранки Б;    
Белое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_84058.html,7802-C5W-01&Белое золото&Бриллиант&3.95 г,SERGEY GRIBNYAKOV&Бриллианты. Fashion Diamonds
13036,Серебряные серьги с фианитами,Артикул: 73231,1674₽,5580₽,"Артикул: 73231;Серьги, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 3.01г;Серьги, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_73231.html,S50462-C9W-01&Серебро&Фианит&3.01 г,SERGEY GRIBNYAKOV&СЕРЕБРО. Классика
13037,Золотые серьги с фианитами,Артикул: 271333,8394₽,27980₽,"Артикул: 271333;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.

Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.;Вес изделия: 1.42г;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.;Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.",,,,,https://sunlight.net/catalog/earring_271333.html,410012К*&РОССИЯ&Розовое золото&Фианит&1.42 г,SERGEY GRIBNYAKOV
13038,Золотые серьги с сапфирами,Артикул: 279602,10194₽,33980₽,"Артикул: 279602;Серьги с 2 сапфирами синтетическими, 1.19 карат, тип огранки В;    
Розовое золото 585 пробы.;Вес изделия: 1.78г;Серьги с 2 сапфирами синтетическими, 1.19 карат, тип огранки В;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_279602.html,71418-C5R-01&РОССИЯ&Розовое золото&Сапфир&1.78 г,SUNLIGHT&Золото. Сапфиры
13039,Золотая подвеска,Артикул: 241751,4990₽,16633₽,"Артикул: 241751;Подвеска    
Желтое золото 585 пробы.

Украшения без вставок.  Из-за отсутствия каких-либо вставок, такие ювелирные изделия обладают совершенством формы и безупречным цветовым сочетанием. Эти модели как нельзя лучше способны подчеркнуть женственность их обладательницы, акцентируя внимание на ее привлекательности, в то же время не отвлекая взгляд на блеск драгоценных камней. И не важно выберете вы золотые ювелирные серьги-пуссеты, конго или цепочки, вы в любом случае будете на высоте.
Знаки Зодиака  - За последние годы значительно возросла популярность гороскопов. Астрология стала частью нашей культуры. Данная тема транслируется во всех направлениях моды.  Делайте выбор в пользу личных оберегов которые принесут силу, исполнение желаний, и защитят от негативных эмоций.;Вес изделия: 0.93г;Подвеска    
Желтое золото 585 пробы.;Украшения без вставок.  Из-за отсутствия каких-либо вставок, такие ювелирные изделия обладают совершенством формы и безупречным цветовым сочетанием. Эти модели как нельзя лучше способны подчеркнуть женственность их обладательницы, акцентируя внимание на ее привлекательности, в то же время не отвлекая взгляд на блеск драгоценных камней. И не важно выберете вы золотые ювелирные серьги-пуссеты, конго или цепочки, вы в любом случае будете на высоте.
Знаки Зодиака  - За последние годы значительно возросла популярность гороскопов. Астрология стала частью нашей культуры. Данная тема транслируется во всех направлениях моды.  Делайте выбор в пользу личных оберегов которые принесут силу, исполнение желаний, и защитят от негативных эмоций.",,,,,https://sunlight.net/catalog/pendants_241751.html,90036500-2*&РОССИЯ&Желтое золото&0.93 г,SERGEY GRIBNYAKOV&Золотые украшения без вставок
13040,Серебряные серьги с фианитами и сапфирами,Артикул: 311207,1494₽,4980₽,"Артикул: 311207;Серьги, вставка:  сапфир синтетический; фианит;    
Серебро 925 пробы.;Вес изделия: 1.88г;Серьги, вставка:  сапфир синтетический; фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_311207.html,2-1737сб&РОССИЯ&Серебро&Фианит; Сапфир&1.88 г,SERGEY GRIBNYAKOV&Драгоценные камни. Серебро
