,h1,art,price,price2,gold,gold2,weight,gems,gems2,url,d1,d0
13041,Золотое кольцо с фианитами и кварцем дымчатым,Артикул: 241115,7194₽,23980₽,"Артикул: 241115;Кольцо с 1 кварцем дымчатым, 0.68 карат, тип огранки Б; фианит;    
Розовое золото 585 пробы.;Вес изделия: 1.62г;Кольцо с 1 кварцем дымчатым, 0.68 карат, тип огранки Б; фианит;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/ring_241115.html,095246_01_01_005_2463*&РОССИЯ&Розовое золото&Фианит; Кварц дымчатый&1.62 г,SERGEY GRIBNYAKOV
13042,Золотая подвеска с фианитами,Артикул: 266557,3594₽,11980₽,"Артикул: 266557;Подвеска, вставка:  фианит;    
Розовое золото 585 пробы.

Трендовые золотые украшения. Стильные украшения – обязательный элемент модного образа. Кольца и браслеты, колье и серьги – они всегда вызывают повышенный интерес.;Вес изделия: 0.79г;Подвеска, вставка:  фианит;    
Розовое золото 585 пробы.;Трендовые золотые украшения. Стильные украшения – обязательный элемент модного образа. Кольца и браслеты, колье и серьги – они всегда вызывают повышенный интерес.",,,,,https://sunlight.net/catalog/pendants_266557.html,П13213694-501*&РОССИЯ&Розовое золото&Фианит&0.79 г,SERGEY GRIBNYAKOV&Трендовые золотые украшения
13043,Золотое кольцо с фианитами,Артикул: 191286,11630₽,38767₽,"Артикул: 191286;Кольцо, вставка:  фианит;    
Розовое золото 585 пробы.

Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.;Вес изделия: 2.79г;Кольцо, вставка:  фианит;    
Розовое золото 585 пробы.;Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.",,,,,https://sunlight.net/catalog/ring_191286.html,Т147015982*&РОССИЯ&Розовое золото&Фианит&2.79 г,SERGEY GRIBNYAKOV
13044,Золотой браслет,Артикул: 153439,24220₽,80733₽,"Артикул: 153439;Браслет    
Белое золото 585 пробы.

Бренд LINEA является торговой маркой российских золотых и серебряных цепей и цепных браслетов высшего качества.
Украшения под этой торговой маркой производятся на лучших цепевязальных ювелирных заводах России.
Специалисты бренда уделяют приоритетное значение качеству. Каждое изделие проходит тройной контроль ОТК.
Фактический завод производитель указан на бирке каждого изделия.;Вес изделия: 6.21г;Браслет    
Белое золото 585 пробы.;Бренд LINEA является торговой маркой российских золотых и серебряных цепей и цепных браслетов высшего качества.
Украшения под этой торговой маркой производятся на лучших цепевязальных ювелирных заводах России.
Специалисты бренда уделяют приоритетное значение качеству. Каждое изделие проходит тройной контроль ОТК.
Фактический завод производитель указан на бирке каждого изделия.",,,,,https://sunlight.net/catalog/bracelets_153439.html,"Ш2050322119*&РОССИЯ&Белое золото&3,8 мм&6.21 г",LINEA
13045,Золотые серьги,Артикул: 151766,6594₽,21980₽,"Артикул: 151766;Серьги    
Розовое золото 585 пробы.

Украшения без вставок.  Из-за отсутствия каких-либо вставок, такие ювелирные изделия обладают совершенством формы и безупречным цветовым сочетанием. Эти модели как нельзя лучше способны подчеркнуть женственность их обладательницы, акцентируя внимание на ее привлекательности, в то же время не отвлекая взгляд на блеск драгоценных камней. И не важно выберете вы золотые ювелирные серьги-пуссеты, конго или цепочки, вы в любом случае будете на высоте.;Вес изделия: 1.49г;Серьги    
Розовое золото 585 пробы.;Украшения без вставок.  Из-за отсутствия каких-либо вставок, такие ювелирные изделия обладают совершенством формы и безупречным цветовым сочетанием. Эти модели как нельзя лучше способны подчеркнуть женственность их обладательницы, акцентируя внимание на ее привлекательности, в то же время не отвлекая взгляд на блеск драгоценных камней. И не важно выберете вы золотые ювелирные серьги-пуссеты, конго или цепочки, вы в любом случае будете на высоте.",,,,,https://sunlight.net/catalog/earring_151766.html,40186500*&РОССИЯ&Розовое золото&1.49 г,SERGEY GRIBNYAKOV&Золотые украшения без вставок
13046,Золотой браслет с гранатом,Артикул: 239367,19194₽,63980₽,"Артикул: 239367;Браслет с 9 гранатами, 3.93 карат, тип огранки Б;    
Розовое золото 585 пробы.

Насыщенный и страстный ярко-красный гранат, заключенный в роскошную золотую оправу. Гранат - символ любви, верности и мужества.;Вес изделия: 4.36г;Браслет с 9 гранатами, 3.93 карат, тип огранки Б;    
Розовое золото 585 пробы.;Насыщенный и страстный ярко-красный гранат, заключенный в роскошную золотую оправу. Гранат - символ любви, верности и мужества.",,,,,https://sunlight.net/catalog/bracelets_239367.html,10227800-Гр*&РОССИЯ&Розовое золото&Гранат&4.36 г,SERGEY GRIBNYAKOV&ГРАНАТЫ
13047,Золотое кольцо с бриллиантами,Артикул: 48017,19194₽,63980₽,"Артикул: 48017;Кольцо с 8 бриллиантами, огранка круг 57 граней, 0.03 карат, цвет 4, чистота 6, тип огранки А, 32 бриллиантами, огранка круг 17 граней, 0.09 карат, цвет 2, чистота 3, тип огранки Б;    
Розовое золото 585 пробы.;Вес изделия: 1.28г;Кольцо с 8 бриллиантами, огранка круг 57 граней, 0.03 карат, цвет 4, чистота 6, тип огранки А, 32 бриллиантами, огранка круг 17 граней, 0.09 карат, цвет 2, чистота 3, тип огранки Б;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/ring_48017.html,8151-K5R-01&Розовое золото&Бриллиант&1.28 г,SERGEY GRIBNYAKOV&Бриллианты. Fashion Diamonds
13048,Золотые серьги с фианитами,Артикул: 301567,10794₽,35980₽,"Артикул: 301567;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.

Круг -  символизирует единство, совершенство, согласие, вечность. Еще смысл круга заключается в полноте и постоянстве жизненного пути. В некоторых культурах он обозначает плодородие, женское начало и материнство.;Вес изделия: 2.4г;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.;Круг -  символизирует единство, совершенство, согласие, вечность. Еще смысл круга заключается в полноте и постоянстве жизненного пути. В некоторых культурах он обозначает плодородие, женское начало и материнство.",,,,,https://sunlight.net/catalog/earring_301567.html,2000999*&РОССИЯ&Розовое золото&Фианит&2.4 г,SERGEY GRIBNYAKOV
13049,Серебряная подвеска,Артикул: 270310,714₽,2380₽,"Артикул: 270310;Подвеска    
Серебро 925 пробы.;Вес изделия: 2.09г;Подвеска    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/pendants_270310.html,346100-7&РОССИЯ&Серебро&2.09 г,SERGEY GRIBNYAKOV&Гладкие серебряные украшения
13050,Золотое кольцо с бриллиантами,Артикул: 300714,9594₽,31980₽,"Артикул: 300714;Кольцо с 1 бриллиантом, огранка круг 57 граней, 0.02 карат, цвет 3, чистота 5, тип огранки А;    
Розовое золото 585 пробы.

Невероятная привлекательность украшений из этой коллекции обусловлена использованием в изделиях сверкающего алмазного диска, который позволяет визуально увеличить и эффектно представить бриллианты взору окружающих.;Вес изделия: 1.14г;Кольцо с 1 бриллиантом, огранка круг 57 граней, 0.02 карат, цвет 3, чистота 5, тип огранки А;    
Розовое золото 585 пробы.;Невероятная привлекательность украшений из этой коллекции обусловлена использованием в изделиях сверкающего алмазного диска, который позволяет визуально увеличить и эффектно представить бриллианты взору окружающих.",,,,,https://sunlight.net/catalog/ring259033.html,0128-K5R-02&РОССИЯ&Розовое золото&Бриллиант&1.14 г,Бриллианты Якутии&Бриллианты. Miracle
13051,Золотое кольцо с изумрудами и бриллиантами,Артикул: 15368,29990₽,149950₽,"Артикул: 15368;Кольцо с 65 бриллиантами, огранка круг 17 граней, 0.15 карат, цвет 2, чистота 3, тип огранки Б;
11 изумрудами, 0.29 карат, цвет 4, чистота 3, тип огранки В;    
Желтое золото 585 пробы.;Вес изделия: 3.32г;Кольцо с 65 бриллиантами, огранка круг 17 граней, 0.15 карат, цвет 2, чистота 3, тип огранки Б;
11 изумрудами, 0.29 карат, цвет 4, чистота 3, тип огранки В;    
Желтое золото 585 пробы.",,,,,https://sunlight.net/catalog/ring72351.html,1791-K5Y-03&Желтое золото&Бриллиант; Изумруд&3.32 г,SERGEY GRIBNYAKOV&Золото. Изумруды
13052,Золотые серьги с фианитами и топазами,Артикул: 315386,20994₽,69980₽,"Артикул: 315386;Серьги с 2 топазами голубыми, 3.00 карат, тип огранки Б; фианит;    
Розовое золото 585 пробы.;Вес изделия: 3.65г;Серьги с 2 топазами голубыми, 3.00 карат, тип огранки Б; фианит;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_315386.html,097160_02_01_005_0028*&РОССИЯ&Розовое золото&Фианит; Топаз&3.65 г,SERGEY GRIBNYAKOV&ЗОЛОТО. ТОПАЗЫ
13053,Золотые серьги с фианитами,Артикул: 245335,8490₽,28300₽,"Артикул: 245335;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.

Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.;Вес изделия: 1.79г;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.;Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.",,,,,https://sunlight.net/catalog/earring_245335.html,С130-1519*&РОССИЯ&Розовое золото&Фианит&1.79 г,SERGEY GRIBNYAKOV
13054,Серебряное кольцо с жемчугом и фианитами,Артикул: 270527,534₽,1780₽,"Артикул: 270527;Кольцо, вставка:  жемчуг культивированный; фианит;    
Серебро 925 пробы.

Идеальный, круглый жемчуг - вечная классика, которая не выходит из моды.  Украшения с жемчугом  добавляют образу женственности и элегантности.;Вес изделия: 2.76г;Кольцо, вставка:  жемчуг культивированный; фианит;    
Серебро 925 пробы.;Идеальный, круглый жемчуг - вечная классика, которая не выходит из моды.  Украшения с жемчугом  добавляют образу женственности и элегантности.",,,,,https://sunlight.net/catalog/ring_270527.html,S91612-K9W-01&Серебро&Фианит; Жемчуг&2.76 г,SERGEY GRIBNYAKOV&Жемчуг серебро
13055,Золотые серьги с фианитами,Артикул: 252147,7990₽,26633₽,"Артикул: 252147;Серьги, вставка:  фианит;    
Белое золото 585 пробы.;Вес изделия: 1.62г;Серьги, вставка:  фианит;    
Белое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_252147.html,11353-C5W-01&Фианит&1.62 г,JASMİNE JEWELLERY
13056,Серебряная подвеска с фианитами,Артикул: 252390,354₽,1180₽,"Артикул: 252390;Подвеска, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 1.09г;Подвеска, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/pendants_252390.html,S54211-P9W-01&Серебро&Фианит&1.09 г,SERGEY GRIBNYAKOV&СЕРЕБРО. Классика
13057,Серебряные запонки с фианитами,Артикул: 277587,1990₽,6633₽,"Артикул: 277587;Запонки, вставка:  фианит черный;    
Серебро 925 пробы.;Вес изделия: 7.27г;Запонки, вставка:  фианит черный;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/cufflinks_277587.html,S16310-Z9M-01&Серебро&Фианит&7.27 г,SERGEY GRIBNYAKOV
13058,Золотые серьги,Артикул: 281103,12594₽,41980₽,"Артикул: 281103;Серьги    
Желтое золото 585 пробы.

Звезда — это одна из самых популярных форм в украшениях, которая имеет разные значения во многих культурах. Прежде всего, звезда символизирует соединение стихий, мечты и счастье, во-вторых, каждая девушка мечтает о «звездочке с неба» в знак подтверждения искренности чувств.
Желтое золото. Тёплый жёлтый оттенок металла очаровывает своей интеллигентностью. Такой цвет безупречно будет смотреться на загорелой коже, и придаст ей дополнительное сияние.;Вес изделия: 3.09г;Серьги    
Желтое золото 585 пробы.;Звезда — это одна из самых популярных форм в украшениях, которая имеет разные значения во многих культурах. Прежде всего, звезда символизирует соединение стихий, мечты и счастье, во-вторых, каждая девушка мечтает о «звездочке с неба» в знак подтверждения искренности чувств.
Желтое золото. Тёплый жёлтый оттенок металла очаровывает своей интеллигентностью. Такой цвет безупречно будет смотреться на загорелой коже, и придаст ей дополнительное сияние.",,,,,https://sunlight.net/catalog/earring_281103.html,36109.3*&РОССИЯ&Желтое золото&3.09 г,SERGEY GRIBNYAKOV&Белое и желтое золото
13059,Серебряное кольцо с фианитами,Артикул: 109531,3474₽,11580₽,"Артикул: 109531;Кольцо, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 4.85г;Кольцо, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_109531.html,S52534-K9W-01&Серебро&Фианит&4.85 г,SERGEY GRIBNYAKOV&СЕРЕБРО. Классика
13060,Серебряное кольцо с кубическим цирконием и чароитами,Артикул: 230021,1314₽,4380₽,"Артикул: 230021;Кольцо, вставка:  куб. цирконий; чароит имитация;    
Серебро 925 пробы.;Вес изделия: 3.47г;Кольцо, вставка:  куб. цирконий; чароит имитация;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_230021.html,94-01-4086-00&РОССИЯ&Серебро&Кубический цирконий; Чароит&3.47 г,ZOLOTYE UZORY&Самоцветы
13061,Золотое кольцо с фианитами и аметистом,Артикул: 158118,17990₽,89950₽,"Артикул: 158118;Кольцо с 1 аметистом, 3.56 карат; фианит;    
Розовое золото 585 пробы.;Вес изделия: 2.83г;Кольцо с 1 аметистом, 3.56 карат; фианит;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/ring_158118.html,К-7020_0423*&РОССИЯ&Розовое золото&Фианит; Аметист&2.83 г,SERGEY GRIBNYAKOV&ЗОЛОТО. АМЕТИСТЫ
13062,Серебряная серьга с фианитами,Артикул: 153906,414₽,1380₽,"Артикул: 153906;Серьга, вставка:  фианит;    
Серебро 925 пробы.

Мужские аксессуары призваны демонстрировать силу, мужество, решительность. Отлитые в серебре, украшения задают тон образу мужчины, создают уверенный стиль. Сегодня разновидностей мужских украшений из серебра достаточно, чтобы каждый смог себе подобрать что-то подходящее.;Вес изделия: 0.6г;Серьга, вставка:  фианит;    
Серебро 925 пробы.;Мужские аксессуары призваны демонстрировать силу, мужество, решительность. Отлитые в серебре, украшения задают тон образу мужчины, создают уверенный стиль. Сегодня разновидностей мужских украшений из серебра достаточно, чтобы каждый смог себе подобрать что-то подходящее.",,,,,https://sunlight.net/catalog/one_earring_153906.html,20 557 271&РОССИЯ&Серебро&Фианит&0.6 г,Markiz
13063,Золотые серьги с кубическим цирконием,Артикул: 260442,9490₽,31633₽,"Артикул: 260442;Серьги, вставка:  куб. цирконий;    
Желтое золото 585 пробы.

Желтое золото. Тёплый жёлтый оттенок металла очаровывает своей интеллигентностью. Такой цвет безупречно будет смотреться на загорелой коже, и придаст ей дополнительное сияние.;Вес изделия: 2.25г;Серьги, вставка:  куб. цирконий;    
Желтое золото 585 пробы.;Желтое золото. Тёплый жёлтый оттенок металла очаровывает своей интеллигентностью. Такой цвет безупречно будет смотреться на загорелой коже, и придаст ей дополнительное сияние.",,,,,https://sunlight.net/catalog/earring_260442.html,34-52-0026-00К*&РОССИЯ&Желтое золото&Кубический цирконий&2.25 г,SERGEY GRIBNYAKOV&Белое и желтое золото
13064,Серебряное кольцо,Артикул: 167308,1090₽,5450₽,"Артикул: 167308;Кольцо, вставка:  элементы из серебра;    
;Вес изделия: 1.0г;Кольцо, вставка:  элементы из серебра;",,,,,https://sunlight.net/catalog/ring_167308.html,S12214-K0W-01&Серебро&1.0 г,SERGEY GRIBNYAKOV
13065,Серебряное кольцо с кварцем,Артикул: 242266,2990₽,5980₽,"Артикул: 242266;Кольцо, вставка:  кварц с рутилом;    
Серебро 925 пробы.;Вес изделия: 2.7г;Кольцо, вставка:  кварц с рутилом;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_242266.html,S41533-K9Y-01&Серебро&Кварц&2.7 г,SERGEY GRIBNYAKOV&Серебро с позолотой
13066,Золотая подвеска с фианитами,Артикул: 272329,3790₽,12633₽,"Артикул: 272329;Подвеска, вставка:  фианит;    
Розовое золото 585 пробы.;Вес изделия: 0.69г;Подвеска, вставка:  фианит;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/pendants_272329.html,12027-P5R-01&Розовое золото&Фианит&0.69 г,JASMİNE JEWELLERY
13067,Серебряные серьги с жемчугом,Артикул: 246404,954₽,3180₽,"Артикул: 246404;Серьги, вставка:  жемчуг культивированный;    
Серебро 925 пробы.;Вес изделия: 5.37г;Серьги, вставка:  жемчуг культивированный;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_246404.html,S91166-C9W-01&Серебро&Жемчуг&5.37 г,SERGEY GRIBNYAKOV&Жемчуг серебро
13068,Золотая подвеска с фианитами,Артикул: 102495,2790₽,9300₽,"Артикул: 102495;Подвеска, вставка:  фианит;    
Розовое золото 585 пробы.

Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.;Вес изделия: 0.79г;Подвеска, вставка:  фианит;    
Розовое золото 585 пробы.;Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.",,,,,https://sunlight.net/catalog/pendants_102495.html,035900*&Розовое золото&Фианит&0.79 г,SERGEY GRIBNYAKOV
13069,Золотые серьги,Артикул: 49273,11994₽,39980₽,"Артикул: 49273;Серьги    
Розовое золото 585 пробы.

Украшения без вставок.  Из-за отсутствия каких-либо вставок, такие ювелирные изделия обладают совершенством формы и безупречным цветовым сочетанием. Эти модели как нельзя лучше способны подчеркнуть женственность их обладательницы, акцентируя внимание на ее привлекательности, в то же время не отвлекая взгляд на блеск драгоценных камней. И не важно выберете вы золотые ювелирные серьги-пуссеты, конго или цепочки, вы в любом случае будете на высоте.;Вес изделия: 2.11г;Серьги    
Розовое золото 585 пробы.;Украшения без вставок.  Из-за отсутствия каких-либо вставок, такие ювелирные изделия обладают совершенством формы и безупречным цветовым сочетанием. Эти модели как нельзя лучше способны подчеркнуть женственность их обладательницы, акцентируя внимание на ее привлекательности, в то же время не отвлекая взгляд на блеск драгоценных камней. И не важно выберете вы золотые ювелирные серьги-пуссеты, конго или цепочки, вы в любом случае будете на высоте.",,,,,https://sunlight.net/catalog/earring_49273.html,30040800*&РОССИЯ&Розовое золото&2.11 г,SERGEY GRIBNYAKOV&Золотые украшения без вставок
13070,Серебряная цепь,Артикул: 52853,8990₽,29967₽,"Артикул: 52853;Цепь    
Серебро 925 пробы.

Цепочки с ромбом в основе плетения очень популярны и пользуются спросом. В этом случае каждое из звеньев представляет собой одноимённую геометрическую фигуру. Одинаковые противоположные углы или квадраты вытянутой формы составляют прочную конструкцию и красивое украшение. Это одна из классических форм плетений, но у неё есть несколько разновидностей.
Бренд LINEA является торговой маркой российских золотых и серебряных цепей и цепных браслетов высшего качества.
Украшения под этой торговой маркой производятся на лучших цепевязальных ювелирных заводах России.
Специалисты бренда уделяют приоритетное значение качеству. Каждое изделие проходит тройной контроль ОТК.
Фактический завод производитель указан на бирке каждого изделия.;Вес изделия: 29.77г;Цепь    
Серебро 925 пробы.;Цепочки с ромбом в основе плетения очень популярны и пользуются спросом. В этом случае каждое из звеньев представляет собой одноимённую геометрическую фигуру. Одинаковые противоположные углы или квадраты вытянутой формы составляют прочную конструкцию и красивое украшение. Это одна из классических форм плетений, но у неё есть несколько разновидностей.
Бренд LINEA является торговой маркой российских золотых и серебряных цепей и цепных браслетов высшего качества.
Украшения под этой торговой маркой производятся на лучших цепевязальных ювелирных заводах России.
Специалисты бренда уделяют приоритетное значение качеству. Каждое изделие проходит тройной контроль ОТК.
Фактический завод производитель указан на бирке каждого изделия.",,,,,https://sunlight.net/catalog/chains_52853.html,"Ср925Р-106312055&РОССИЯ&Серебро&Тяжеловесная &6,5 мм&29.77 г",LINEA
13071,Серебряный браслет,Артикул: 271869,5390₽,17967₽,"Артикул: 271869;Браслет    
Серебро 925 пробы.;Вес изделия: 20.81г;Браслет    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/bracelets_271869.html,S16427-B9W-01&Серебро&20.81 г,SERGEY GRIBNYAKOV&СЕРЕБРО. FASHION 
13072,Серебряные серьги с кораллом и бирюзой,Артикул: 51931,894₽,2980₽,"Артикул: 51931;Серьги, вставка:  бирюза прессованная; коралл им..;    
Серебро 925 пробы.;Вес изделия: 3.85г;Серьги, вставка:  бирюза прессованная; коралл им..;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_51931.html,S7847-C9W-01&Серебро&Бирюза; Коралл&3.85 г,SERGEY GRIBNYAKOV
13073,Золотые серьги с бриллиантами,Артикул: 53700,45990₽,229950₽,"Артикул: 53700;Серьги с 32 бриллиантами, огранка круг 17 граней, 0.12 карат, цвет 2, чистота 3, тип огранки Б;    
 585 пробы.

Невероятная привлекательность украшений из этой коллекции обусловлена использованием в изделиях сверкающего алмазного диска, который позволяет визуально увеличить и эффектно представить бриллианты взору окружающих.;Вес изделия: 4.44г;Серьги с 32 бриллиантами, огранка круг 17 граней, 0.12 карат, цвет 2, чистота 3, тип огранки Б;    
 585 пробы.;Невероятная привлекательность украшений из этой коллекции обусловлена использованием в изделиях сверкающего алмазного диска, который позволяет визуально увеличить и эффектно представить бриллианты взору окружающих.",,,,,https://sunlight.net/catalog/earring_53700.html,3444-C5M-01&Розовое золото&Бриллиант&4.44 г,SUNLIGHT&Бриллианты. Miracle
13074,Золотое кольцо с фианитами,Артикул: 101643,7794₽,25980₽,"Артикул: 101643;Кольцо, вставка:  фианит;    
Розовое золото 585 пробы.

Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.;Вес изделия: 1.64г;Кольцо, вставка:  фианит;    
Розовое золото 585 пробы.;Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.",,,,,https://sunlight.net/catalog/ring_101643.html,017424К*&РОССИЯ&Розовое золото&Фианит&1.64 г,SERGEY GRIBNYAKOV
13075,Серебряные серьги с фианитами,Артикул: 104933,3590₽,7180₽,"Артикул: 104933;Серьги, вставка:  фианит;    
Серебро 925 пробы.

Быть в тренде – легко! Самые актуальные Украшения из коллекции SILVER FASHION: одно или сразу несколько – решать только Вам!;Вес изделия: 3.1г;Серьги, вставка:  фианит;    
Серебро 925 пробы.;Быть в тренде – легко! Самые актуальные Украшения из коллекции SILVER FASHION: одно или сразу несколько – решать только Вам!",,,,,https://sunlight.net/catalog/earring_104933.html,S51561-C9W-01&Серебро&Фианит&3.1 г,SERGEY GRIBNYAKOV&СЕРЕБРО. FASHION 
13076,Серебряные серьги с фианитами,Артикул: 264472,1194₽,3980₽,"Артикул: 264472;Серьги, вставка:  фианит;    
Серебро 925 пробы.

Быть в тренде – легко! Самые актуальные Украшения из коллекции SILVER FASHION: одно или сразу несколько – решать только Вам!;Вес изделия: 2.23г;Серьги, вставка:  фианит;    
Серебро 925 пробы.;Быть в тренде – легко! Самые актуальные Украшения из коллекции SILVER FASHION: одно или сразу несколько – решать только Вам!",,,,,https://sunlight.net/catalog/earring_264472.html,S55006-C9R-01&Серебро&Фианит&2.23 г,SERGEY GRIBNYAKOV&СЕРЕБРО. FASHION 
13077,Золотое кольцо с раухтопазом,Артикул: 92560,41990₽,139967₽,"Артикул: 92560;Кольцо с 1 кварцем дымчатым, 4.50 карат;    
Желтое золото 585 пробы.

Массивные и яркие украшения со вставками - это так по-итальянски. Украшение из золота 585 пробы лимонного оттенка, так популярного в Европе. SUNLIGHT - будьте особенной!;Вес изделия: 4.15г;Кольцо с 1 кварцем дымчатым, 4.50 карат;    
Желтое золото 585 пробы.;Массивные и яркие украшения со вставками - это так по-итальянски. Украшение из золота 585 пробы лимонного оттенка, так популярного в Европе. SUNLIGHT - будьте особенной!",,,,,https://sunlight.net/catalog/ring_92560.html,10379-K5Y-01&ИТАЛИЯ&Желтое золото&4.15 г,Daniela Coaro&ЗОЛОТО ИТАЛИИ
13078,Серебряная подвеска - шарм с эмалью,Артикул: 255575,1490₽,2980₽,"Артикул: 255575;Подвеска, вставка:  эмаль;    
Серебро 925 пробы.;Вес изделия: 1.7г;Подвеска, вставка:  эмаль;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/pendants_255575.html,S71053-P9W-01&Серебро&Эмаль&1.7 г,SERGEY GRIBNYAKOV
13079,Серебряные серьги с янтарем,Артикул: 88610,1494₽,4980₽,"Артикул: 88610;Серьги, вставка:  янтарь не дк;    
Серебро 925 пробы.;Вес изделия: 4.85г;Серьги, вставка:  янтарь не дк;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_88610.html,72161035&Серебро&Янтарь&4.85 г,Балтийское Золото&ЯНТАРЬ
13080,Золотая цепь,Артикул: 61198,9240₽,30800₽,"Артикул: 61198;Цепь    
Желтое золото 585 пробы.

За счёт сложной геометрии плетение ""Ромб"" выглядит объемно и по-настоящему изысканно. Свет необычным образом отражается от звеньев. Цепочки с ромбом в основе плетения очень популярны и пользуются спросом. В этом случае каждое из звеньев представляет собой одноимённую геометрическую фигуру. Одинаковые противоположные углы или квадраты вытянутой формы составляют прочную конструкцию. Цепочка надолго сохраняет свой первоначальный праздничный блеск и красоту. Это одна из классических форм плетений, но у неё есть несколько разновидностей.;Вес изделия: 2.37г;Цепь    
Желтое золото 585 пробы.;За счёт сложной геометрии плетение ""Ромб"" выглядит объемно и по-настоящему изысканно. Свет необычным образом отражается от звеньев. Цепочки с ромбом в основе плетения очень популярны и пользуются спросом. В этом случае каждое из звеньев представляет собой одноимённую геометрическую фигуру. Одинаковые противоположные углы или квадраты вытянутой формы составляют прочную конструкцию. Цепочка надолго сохраняет свой первоначальный праздничный блеск и красоту. Это одна из классических форм плетений, но у неё есть несколько разновидностей.",,,,,https://sunlight.net/catalog/chains_56726.html,"НЦ 15-076*&РОССИЯ&Желтое золото&Полновес&1,7 мм&2.37 г",KRASTSVETMET&Цепи Полновесные
13081,Золотая подвеска с жемчугом и бриллиантами,Артикул: 74306,23990₽,47980₽,"Артикул: 74306;Подвеска с 16 бриллиантами, огранка круг 17 граней, 0.04 карат, цвет 2, чистота 3, тип огранки Б;
1 жемчугом культивированным;    
Розовое золото 585 пробы.;Вес изделия: 1.88г;Подвеска с 16 бриллиантами, огранка круг 17 граней, 0.04 карат, цвет 2, чистота 3, тип огранки Б;
1 жемчугом культивированным;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/pendants_74306.html,5066-P5R-01&Розовое золото&Бриллиант; Жемчуг&1.88 г,SERGEY GRIBNYAKOV&Золото. Жемчуг
13082,Золотое кольцо с жемчугом и фианитами,Артикул: 282720,7194₽,23980₽,"Артикул: 282720;Кольцо с 1 жемчугом культивированным, тип огранки В; фианит;    
Розовое золото 585 пробы.;Вес изделия: 1.75г;Кольцо с 1 жемчугом культивированным, тип огранки В; фианит;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/ring_282720.html,096267_01_01_005_0070*&РОССИЯ&Розовое золото&Фианит; Жемчуг&1.75 г,SERGEY GRIBNYAKOV&Золото. Жемчуг
